"","lags","Region.1","Region.2","Region.3","Region.4","Region.5","Region.6","Region.7","Region.8","Region.9","Region.10"
"40",8,-0.0209004211039733,-0.0474186113645273,-0.0293387141083659,0.0280228118647332,-0.0418726053592697,0.0487730423217289,-0.0268996924643407,-0.0340126662998566,0.00761797136297528,0.00249083944613498
"41",9,-0.0291302922346186,-0.0344949026621746,-0.0190749296434389,0.0224911654951594,-0.0539000211025211,0.029240217704417,-0.0255260151353866,-0.0322168978510135,0.00917060510418746,0.0167431811186665
"42",10,-0.0404648437512393,-0.0288264217213467,-0.00696189951941134,0.016594433129869,-0.049505567103247,0.0151508972986902,-0.0279286980002014,-0.0238527996379995,0.0166102659539268,0.0295689573254741
"43",11,-0.0368314369336023,-0.0255580496060801,-0.000602296779794799,0.00783190712102484,-0.0437438928529585,0.0127706688856275,-0.0322186908242379,-0.0280856453869541,0.0248849333030193,0.0338779454443906
"44",12,-0.0236180820604422,-0.0224488870166947,0.00105617663980858,0.00219272953974158,-0.0447332079997408,0.014660247860756,-0.0399852050217175,-0.0275383030187259,0.0307553888652837,0.0397632322167691
"45",13,-0.00264226476385391,-0.0140677460964322,0.00313803641902097,0.00305159794590821,-0.0472845259397844,0.0122484837878807,-0.0471583825942968,-0.0340331904088159,0.0326217312726503,0.0480591373160618
"46",14,0.00475351729641054,-0.012267159863341,0.00542092894815014,0.00401202234444682,-0.0469891747248823,0.0112215091887117,-0.0500271037317386,-0.0298519962036446,0.033615336370488,0.0514876636506714
"47",15,0.013651396673184,0.00283882139452807,0.0152778985964359,0.00808972934069489,-0.0421692734945971,0.00879104348343663,-0.056573114838157,-0.0258594481749791,0.0343544818713623,0.0384622871337732
"48",16,0.0316617859601137,0.031140651480242,0.0356771628669845,0.0173183200832967,-0.0324234949747243,0.0109985835133039,-0.0630551011509107,-0.023500317326941,0.035158301674253,0.021843170500854
"49",17,0.0314261683840555,0.0454596607163848,0.045792903306645,0.0281292046805142,-0.015336437371735,0.011120828234065,-0.0497004842475316,-0.0227729936010804,0.0405680217462876,0.0103001439274773
"50",18,0.0304948687283195,0.0447438851873534,0.0392253191721171,0.0287925316198233,-0.00532028207999114,0.016049875580286,-0.0331252097818872,-0.0156141434856975,0.0487225482380413,0.00604745301359502
"51",19,0.039145561908839,0.0397419692232396,0.0262258025370048,0.0181429304905001,-0.00497177717211482,0.0200761186193221,-0.0175152688143038,-0.00966416439233286,0.0475881417021138,0.00336282072417925
"52",20,0.0414608078739045,0.0395784576476975,0.012784875879108,0.0106397018791162,-0.000833626483750876,0.0198018046479716,-0.00897261193850162,-0.00993419385350584,0.0416698885325246,0.00342645307473941
"53",21,0.0330667832954263,0.0236100500414646,0.00390049683804983,0.00372380949404565,0.00378840518759335,0.0119372304932286,-0.00799894244400901,-0.0221178625769135,0.0347016150426304,0.00790591519963154
"54",22,0.034708545294192,0.00893153859485677,-0.00814649199819308,0.00247725265151467,-0.00157865722649854,0.00155522355765034,-0.00495989231093207,-0.0365613670614416,0.0247689327877492,0.0117644188989793
"55",23,0.0149993070166879,-0.00109274342677848,-0.0134379911003599,0.00321554337495929,-0.010286879357317,-0.00358624918969076,-0.00622865195651348,-0.0419860227030708,0.0153086449876993,0.0169213202889152
"56",24,-0.00253935733231857,-0.0208151124376672,-0.021333561120389,0.0134961695986781,-0.0206756118097337,-0.0049779380729055,-0.00530059610568436,-0.047012397788899,0.00312797910130373,0.0230319171092197
"57",25,-0.00767124995249944,-0.0261734038661768,-0.0235886350998183,0.0203410120275862,-0.0308457667092512,0.0032070279426931,-0.0107371514401669,-0.0539296185436159,-0.00845891268762252,0.0227047222836089
"58",26,0.00370582335453748,-0.0244285194635453,-0.0242806138467104,0.0212597485597312,-0.0345772999511532,0.00476771196283912,-0.0138428824845691,-0.0404755838595517,-0.0194346488064374,0.0215305378135634
"59",27,0.0114995569169385,-0.0260033682612783,-0.0338885375128457,0.0189286192811426,-0.0384369989700588,0.00162818735995114,-0.0131348266985022,-0.0220739616117688,-0.0240370907538143,0.0234792172914187
"60",28,-0.00204089861270268,-0.0344191903026758,-0.0503047033278768,0.00669922304383415,-0.0503666270821709,-0.0103518994539906,-0.00845252329915781,-0.0105408089652555,-0.0266159741964799,0.022655991446594
"61",29,-0.0428800747996218,-0.062543070144559,-0.0626968776593222,-0.00413092335117789,-0.059830172664284,-0.0270453298759384,-0.00952642983046291,-0.0102090970839868,-0.0334808670079873,0.00643094664444397
"62",30,-0.0905605836486883,-0.0832425937173906,-0.0690142836413817,-0.00555066567049233,-0.0601279743509589,-0.0301822328529823,-0.00756433165794389,-0.0171173393348978,-0.0420390946622998,-0.0123933059279359
"63",31,-0.104255341068466,-0.0900927125067897,-0.0706721708854383,-0.00591093167894917,-0.0535287925804497,-0.0242218343235917,-0.00795391738418616,-0.0295106432022386,-0.0498765891786736,-0.0183235693528459
