"","t","region","ed.visits","X","sine","cosine","distance","SE","SE2","pred","pred2","low","high"
"1",1279,"Region.7",234,30.13661412096,-0.0107513077635227,-0.999942203020442,4.89823272942659,0.126867609655458,0.700050924787213,5.02009758597329,151.426080134471,37.3374086298965,614.125580384574
"2",1280,"Region.7",321,31.3655235474238,-0.0279502982402085,-0.999609314096404,5.00801725152894,0.126990821588616,0.700073264511289,5.1287877459404,168.812350497618,41.6225137554458,684.668154546576
"3",1281,"Region.7",369,34.3856436134857,-0.0451410177739714,-0.998980624694158,5.27745886428889,0.127265498816637,0.70012314210058,5.3972108945297,220.789750729876,54.4326746406535,895.567126715338
"4",1282,"Region.7",398,35.1495782450879,-0.0623183793543259,-0.998056320853012,5.34535994402967,0.127522050953022,0.700169822539509,5.46416970944435,236.079758917509,58.1967821893039,957.675845191189
"5",1283,"Region.7",224,35.0579586702728,-0.0794772999236196,-0.996836676089344,5.33671567856845,0.127652289781562,0.700193554670577,5.45465965733285,233.845270001525,57.6432150678942,948.65649387665
"6",1284,"Region.7",194,31.285941292663,-0.0966127018812026,-0.99532205131566,4.99943156518858,0.127661587334849,0.700195249767231,5.11658649167873,166.765142735261,41.1077222087547,676.53013441813
"7",1285,"Region.7",236,31.7502071768127,-0.11371951458595,-0.993512894733801,5.04000810826167,0.127749547675925,0.700211292287653,5.15645095034688,173.54743287417,42.7781888237197,704.067009038827
"8",1286,"Region.7",647,36.853606480571,-0.130792675856757,-0.991409741702304,5.49439670744195,0.128262023963795,0.700304971927967,5.61020464370874,273.200140974544,67.329245726139,1108.55715407984
"9",1287,"Region.7",121,30.47832716505,-0.14782713347053,-0.989013214577989,4.92421218233257,0.128021916954145,0.700261035711938,5.03946257924634,154.387021937099,38.0515000943063,626.397184960731
"10",1288,"Region.7",98,26.3998477206908,-0.164817846657198,-0.986324022531787,4.5588059030131,0.128989795810602,0.700438629959116,4.67357629202409,107.080007856667,26.3824504152657,434.611944762693
"11",1289,"Region.7",180,27.7797888580385,-0.181759787591374,-0.983342961338891,4.68032759236102,0.128624026633601,0.700371363737256,4.79469564696153,120.867589766259,29.7834514706393,490.50642335078
"12",1290,"Region.7",217,33.2021265438517,-0.19864794288017,-0.980070913143267,5.16240894063841,0.127971947242934,0.700251901958781,5.27645245337798,195.674478269915,48.2284284693591,793.899006485958
"13",1291,"Region.7",213,34.9952062286241,-0.21547731504673,-0.976508846196619,5.32041682935809,0.128065049210752,0.700268922447008,5.43421368882341,229.112623612058,56.4680981362429,929.597348431134
"14",1292,"Region.7",81,31.7300748869084,-0.232242924009068,-0.972657814571866,5.02682925325977,0.127956714912748,0.700249118390737,5.14045742102619,170.793875165751,42.0962719387982,692.948483337045
"15",1293,"Region.7",179,32.4866022213535,-0.248939808553766,-0.968518957851221,5.09195243154868,0.127867087729454,0.700232746335212,5.20548991911017,182.270148527022,44.9263474903308,739.486045492856
"16",1294,"Region.7",227,33.4190532536158,-0.265563027804056,-0.964093500788975,5.17258606025057,0.127786930947841,0.700218113616615,5.2861109059348,197.573547205498,48.6997880879156,801.549823684949
"17",1295,"Region.7",82,32.3198803404293,-0.282107662681918,-0.959382752949075,5.07172497597657,0.127695355254529,0.700201407217468,5.18531522185216,178.629748916306,44.0318135295575,724.671201118783
"18",1296,"Region.7",219,32.6952926264749,-0.298568817363719,-0.954388108317591,5.10227105117698,0.12756505770696,0.700177656644028,5.21600471995957,184.196794236583,45.4062339216933,747.22028401533
"19",1297,"Region.7",233,32.738204580545,-0.314941620728952,-0.949111044890228,5.10295726638881,0.127422826217741,0.700151757519082,5.2169123383529,184.364050525986,45.4498183226805,747.86004390663
"20",1298,"Region.7",138,33.9355200693198,-0.331221227801684,-0.943553124234955,5.20647879978114,0.127278692143441,0.700125540449345,5.32073318968448,204.533789095375,50.4247491335017,829.633693783061
"21",1299,"Region.7",203,35.74520853476,-0.347402821184276,-0.93771599102991,5.36446475527198,0.127264389638027,0.700122940479514,5.4790962892993,239.630053249345,59.0775157782331,971.986747645894
"22",1300,"Region.7",493,37.3853687941586,-0.363481612482906,-0.931601372576719,5.50713776155794,0.127361618493027,0.700140620719085,5.62222415429099,276.503686689936,68.1657959138235,1121.59313521082
"23",1301,"Region.7",790,39.2628687992921,-0.379452843724542,-0.925211078289359,5.67080861538148,0.12765516219367,0.700194078345736,5.78642744680196,325.84683732293,80.3216573533983,1321.8870836567
"24",1302,"Region.7",294,36.7014009413091,-0.395311788764914,-0.918546999158717,5.43815550604104,0.126754980037353,0.700030522106009,5.55438419857351,258.367812255163,63.7088289083942,1047.7971036872
"25",1303,"Region.7",304,36.0842701500434,-0.411053754687035,-0.911611107193024,5.37883841895861,0.126383863495335,0.699963418949697,5.4957542145599,243.655225196157,60.0890348610794,987.998374456228
"26",1304,"Region.7",630,39.8688195327577,-0.426674083189923,-0.904405454834301,5.71215677892089,0.127090105971973,0.700091281156757,5.82983671622298,340.303108558095,83.9023945767774,1380.24911301346
"27",1305,"Region.7",1355,42.3699088514655,-0.442168151967071,-0.896932174351007,5.93075871216076,0.127856926082122,0.700230890823099,6.04927960367381,423.807610600763,104.461420563232,1719.41842102756
"28",1306,"Region.7",1611,41.8183012657252,-0.457531376074251,-0.889193477207071,5.87675537781171,0.127289964751988,0.700127589830814,5.996193787194,401.896176236632,99.0810901744405,1630.18529761083
"29",1307,"Region.7",932,37.6717470687729,-0.472759209286276,-0.881191653407484,5.50175675086566,0.125476551573759,0.69980016569774,5.62218897026717,276.493958348778,68.2098265561775,1120.79025652429
"30",1308,"Region.7",522,34.2818308349405,-0.487847145442311,-0.872929070820642,5.19410832863558,0.124559217171491,0.699636266568648,5.3156103561219,203.48867579228,50.2162069892407,824.587193225635
"31",1309,"Region.7",209,29.6018970528945,-0.502790719779304,-0.864408174477665,4.77116403369724,0.124386953643968,0.699605618296886,4.89381155076056,133.461300345164,32.9371208212427,540.785540621215
"32",1310,"Region.7",178,28.2287253927896,-0.517585510253187,-0.855631485848872,4.64315116200782,0.124254090640188,0.699582008028053,4.76701951117152,117.568308214187,29.01623483135,476.364599910533
"33",1311,"Region.7",169,28.7588769323612,-0.532227138847438,-0.846601602097627,4.68482566078375,0.123701906366948,0.699484144605551,4.80998982330736,122.730368521672,30.2961770350953,497.182972624456
"34",1312,"Region.7",117,30.4367499938974,-0.546711272868594,-0.837321195311812,4.82875780691462,0.122978075608149,0.699356499931205,4.95529238060564,141.924096160448,35.0431227173513,574.790358536938
"35",1313,"Region.7",78,32.5218405699559,-0.561033626228366,-0.827793011713103,5.00886527281294,0.12239055084025,0.699253426055763,5.13684444995217,170.177915227914,42.0280645136226,689.075815564429
"36",1314,"Region.7",228,34.9785161879418,-0.575189960711977,-0.818019870844318,5.22196991266651,0.122080378029632,0.699199203099946,5.35146745805333,210.917583585885,52.0950040107574,853.944210399191
"37",1315,"Region.7",199,36.8685436957771,-0.589176087232296,-0.808004664735075,5.38434375560644,0.121954491721372,0.699177234302405,5.51543298473066,248.497549601785,61.3796603813644,1006.05040455453
"38",1316,"Region.7",175,35.7752035421853,-0.602987867069469,-0.797750357045995,5.28031582217578,0.121225963578939,0.699050528332097,5.41306957952236,224.319097265488,55.4215508630204,907.933044356186
"39",1317,"Region.7",531,40.7858749810562,-0.616621213095637,-0.787259982191693,5.72086375802981,0.122350019877427,0.699246333047052,5.85535439552305,349.09859711377,86.2165133431813,1413.53234758757
"40",1318,"Region.7",554,41.7572374278488,-0.630072090984369,-0.776536644442866,5.80077948810417,0.122328995669875,0.699242654660986,5.93707884369759,378.826699668608,93.5591198533758,1533.89288619554
"41",1319,"Region.7",551,40.3760986805336,-0.64333652040449,-0.765583517007676,5.67059908695331,0.121150696485713,0.699037479806852,5.80877846337163,333.211846496491,82.3273607440141,1348.6419781005
"42",1320,"Region.7",591,39.9215085993081,-0.656410576197937,-0.754403841092748,5.62295351213058,0.120420583677324,0.698911313321604,5.76308365577012,318.328432297531,78.6699324056446,1288.07776631232
"43",1321,"Region.7",156,32.5091418539916,-0.669290389541256,-0.74300092494405,4.95423203918045,0.118103550377491,0.698515823390931,5.09638311917412,163.429731169172,40.4210816705192,660.775910148594
"44",1322,"Region.7",119,31.4494497652962,-0.681972149090463,-0.731378142867925,4.85228786302314,0.117487324875813,0.698411897394522,4.99652945047627,147.898976647872,36.5874635467657,597.857986671546
"45",1323,"Region.7",75,31.7494218503244,-0.694452102108875,-0.719538934232585,4.87153701477926,0.116860186811517,0.698306673444673,5.0179380621824,151.099424748844,37.3870622449242,610.666759796867
"46",1324,"Region.7",159,33.4621852723994,-0.706726555577616,-0.707486802450335,5.01672289336885,0.116322303740552,0.698216861199478,5.16535171419359,175.099032557975,43.3331526340204,707.533824314185
"47",1325,"Region.7",239,35.3705654227754,-0.718791877288424,-0.695225313940872,5.1792246924048,0.116003955512251,0.698163895235374,5.33014894088874,206.468723501509,51.1018730132716,834.202961078775
"48",1326,"Region.7",115,33.8182267860345,-0.73064449691849,-0.682758097075916,5.03274609374918,0.115079879095603,0.698010949404378,5.18603274487596,178.757965867696,44.2568802864781,722.02130277401
"49",1327,"Region.7",151,34.505341199261,-0.742280907086982,-0.670088841105512,5.08598408050283,0.11453699313505,0.697921650124253,5.24169941018312,188.991002892493,46.7987320652917,763.217241109833
"50",1328,"Region.7",283,36.229982032373,-0.753697664392914,-0.657221295066331,5.23167872949477,0.114298328485846,0.697882522213016,5.3898882949542,219.178900797293,54.2782313454938,885.058141429251
"51",1329,"Region.7",119,32.2515271248387,-0.764891390434122,-0.64415926667227,4.8682859908204,0.112883867131357,0.697652258918633,5.02905461120011,152.78849985945,37.8545087137136,616.685475060576
"52",1330,"Region.7",168,34.0621460686935,-0.775858772806982,-0.630906621187671,5.02139232575399,0.112428186077461,0.697578672223005,5.18478406292956,178.534893325255,44.2398832627155,720.497112195672
"53",1331,"Region.7",426,40.1078247390397,-0.786596566086602,-0.617467280283551,5.55231694228534,0.113987897278434,0.697831747373033,5.71839508190992,304.41596800158,75.3942933520705,1229.12593850572
"54",1332,"Region.7",604,40.8867082233689,-0.797101592787193,-0.603845220877105,5.61309802196443,0.113798534461664,0.697800840757135,5.78192505474147,324.383044866173,80.3444786215731,1309.66510209447
"55",1333,"Region.7",449,39.8539318988659,-0.807370744302349,-0.590044473954863,5.51208127646148,0.112563682684693,0.697600522917868,5.6837188796527,294.040901865231,72.8584001749188,1186.68611666115
"56",1334,"Region.7",634,39.0752047873612,-0.817400981824919,-0.576069123379875,5.4336172917618,0.11149071932726,0.697428195165532,5.60812631093592,272.632929798977,67.5771508412205,1099.90897049532
"57",1335,"Region.7",417,38.823847788221,-0.827189337246249,-0.561923304683221,5.4021004206508,0.110695681553276,0.697301542254344,5.57954085167836,264.949926539864,65.6894127514519,1068.64197186674
"58",1336,"Region.7",277,37.0387165132873,-0.836732914034492,-0.547611203840232,5.23359274135798,0.109171192886378,0.697061156766016,5.4140237126576,224.533229688229,55.6956139198119,905.191049816107
"59",1337,"Region.7",113,33.6825934289975,-0.846028888091734,-0.533137056031809,4.92477560956545,0.1073387459792,0.69677651603949,5.10825536460675,165.381572492236,41.0463670973988,666.345561230873
"60",1338,"Region.7",281,33.9593373672525,-0.855074508589692,-0.518505144391159,4.94005445612705,0.106674591357826,0.69667451177512,5.12664033619551,168.450230160627,41.8165131370965,678.571165131306
"61",1339,"Region.7",243,33.2023021618654,-0.863867098783735,-0.503719798736334,4.86297131522783,0.105746743544005,0.696533043498945,5.05271974245654,156.44738297974,38.8478857878878,630.041587715969
"62",1340,"Region.7",91,32.3385684325998,-0.872404056804962,-0.488785394288992,4.77626351703837,0.104814107377012,0.696392062003138,4.96922997771187,143.916026145838,35.7462673430961,579.412177020205
"63",1341,"Region.7",76,30.1838288372883,-0.880682856430147,-0.473706350379682,4.57424397575862,0.103767720465543,0.696235338607828,4.77048300389354,117.976211170729,29.3124495963609,474.828497579006
"64",1342,"Region.7",100,31.7254113660839,-0.888701047829291,-0.458487129140088,4.7019946039512,0.103182622108434,0.696148375291442,4.90155976515883,134.49940364405,33.4236259795689,541.236596880992
"65",1343,"Region.7",20,28.5843811037246,-0.896456258290558,-0.443132234182634,4.41176555014871,0.102142280970562,0.695994937106306,4.61470942578404,100.958488336343,25.0962780823626,406.14055732522
"66",1344,"Region.7",74,28.6227094511733,-0.9039461929224,-0.427646209267776,4.40517765875879,0.101342937641638,0.695878076911163,4.61155183036087,100.640205045025,25.023006871591,404.76553930869
"67",1345,"Region.7",86,31.2654826092082,-0.911168635332663,-0.412033636959427,4.63092744454158,0.100811024643776,0.695800811730965,4.84078247856969,126.568350014533,31.4745994887553,508.967468549506
"68",1346,"Region.7",168,31.8364944912719,-0.918121448284437,-0.396299137268918,4.67170399613077,0.100177099401371,0.695709248292859,4.88508942900098,132.302296467464,32.9065238825244,531.927884970571
"69",1347,"Region.7",18,26.767359526869,-0.924802574328508,-0.380447366287854,4.20906052583723,0.0990035079917647,0.695541229195234,4.42602484926381,83.5984391334469,20.7997796078218,335.998705626694
"70",1348,"Region.7",56,28.0042627509121,-0.931210036412194,-0.364483014810292,4.30910129994434,0.0981570013564353,0.695421242004463,4.52969194659026,92.7299908918859,23.0773002812367,372.610795284432
"71",1349,"Region.7",147,33.1611351949987,-0.937341938464377,-0.34841080694468,4.75889185531974,0.0983924675155856,0.695454516542633,4.98315518476059,145.934105080449,36.3155546293286,586.43639737866
"72",1350,"Region.7",347,36.48737222062,-0.943196465956586,-0.332235498715906,5.04523991984826,0.0993352614616886,0.695588528575194,5.2732212048537,195.043225816784,48.5233025595952,783.991565501855
"73",1351,"Region.7",38,32.4803442155708,-0.948771886439947,-0.315961876657904,4.67708302582134,0.0967397361443363,0.695222614322217,4.90882643895816,135.480326643838,33.7297828213301,544.175425165016
"74",1352,"Region.7",101,33.9504562454145,-0.954066550057839,-0.29959475639726,4.79765023605319,0.0966705467215527,0.695212990039158,5.03319883661395,153.423003698866,38.1976064982506,616.232801525412
"75",1353,"Region.7",129,29.8606207933294,-0.959078890034112,-0.283138981228186,4.42197313091896,0.0945773265233886,0.694925015816853,4.66136885218003,105.780781351319,26.3513319091391,424.630289727967
"76",1354,"Region.7",20,28.906393080421,-0.96380742313673,-0.266599420679294,4.3260634563176,0.0936809343208156,0.694803586901336,4.56934709313045,96.481096033649,24.04050026945,387.20499937696
"77",1355,"Region.7",77,31.9210712319295,-0.968250750116672,-0.249980969072652,4.58428957032504,0.0938242164777528,0.694822920256238,4.83150076704436,125.399014215106,31.2448613709556,503.27996592546
"78",1356,"Region.7",60,29.6099102903577,-0.972407556121996,-0.233288544075457,4.36717321014808,0.092425812497975,0.694635471115356,4.61835044890042,101.326750544938,25.2563979218711,406.515228646484
"79",1357,"Region.7",300,32.5956813645718,-0.976276611086932,-0.216527085244815,4.62271473792912,0.0928537095419133,0.694692535076804,4.87789532722537,131.353915745539,32.7371414359155,527.042082017501
"80",1358,"Region.7",192,33.0931851494791,-0.979856770095866,-0.199701552566064,4.65615076774407,0.092509177189195,0.694646568248893,4.9153708314393,136.369870662601,33.9903851508083,547.117708199678
"81",1359,"Region.7",70,31.192128551646,-0.983146973722149,-0.182816924985022,4.47549016561756,0.0910330162840071,0.694451522404197,4.73878463222135,114.295206520889,28.4993587611569,458.375023211309
"82",1360,"Region.7",0,21.2848075356534,-0.986146248341595,-0.165878198934633,3.58029356634835,0.089761312272624,0.694285964208298,3.84769615868893,46.8849232876387,11.694565307691,187.967314205523
"83",1361,"Region.7",0,21.6898488723752,-0.988853706420588,-0.148890386856455,3.60535479843363,0.0889205804689477,0.694177770132894,3.87689802367873,48.2742370372335,12.0437094154299,193.495366015839
"84",1362,"Region.7",0,24.5953193934292,-0.991268546778725,-0.131858515717393,3.85352474356459,0.0878446396893021,0.694040767994133,4.12923988360204,62.1306784338817,15.5049348025635,248.967264410308
"85",1363,"Region.7",60,25.1278602371127,-0.993390054825893,-0.114787625522128,3.88989848883974,0.0872157060343677,0.693961444386369,4.16981559102067,64.7035190972438,16.1495583451942,259.235905656406
