"","t","region","ed.visits","X","sine","cosine","distance","SE","SE2","pred","pred2","low","high"
"1",1279,"Region.4",98,32.4068965232195,-0.0107513077635227,-0.999942203020442,5.10083723055187,0.126755743351905,0.700030660320272,5.09564745102445,163.309545335109,40.2691686553938,662.293473843237
"2",1280,"Region.4",116,30.0903008749508,-0.0279502982402085,-0.999609314096404,4.89421385283154,0.127095011849739,0.700092171755139,4.88989522667193,132.939644792571,32.7764701068217,539.196231320124
"3",1281,"Region.4",160,31.7462877993588,-0.0451410177739714,-0.998980624694158,5.04191752040979,0.127171540266606,0.700106068799238,5.03849079210379,154.237063489851,38.0263239151342,625.594832860099
"4",1282,"Region.4",167,33.8555556119267,-0.0623183793543259,-0.998056320853012,5.22987879958018,0.127384795214178,0.700144837135503,5.22736444968665,186.301149861887,45.9279918500915,755.707293999447
"5",1283,"Region.4",157,34.7373457904679,-0.0794772999236196,-0.996836676089344,5.30810354974141,0.127612936090958,0.700186381168255,5.30652178883178,201.647634157755,49.7071619575997,818.026351939073
"6",1284,"Region.4",143,33.8876138905242,-0.0966127018812026,-0.99532205131566,5.23160998416252,0.127661401307188,0.700195215850163,5.23098074684012,186.976089836024,46.0897376752425,758.521526347241
"7",1285,"Region.4",171,33.7144943391077,-0.11371951458595,-0.993512894733801,5.21530498771046,0.127757994244883,0.700212833365126,5.21564792671157,184.131085786959,45.3868429408509,747.006281033236
"8",1286,"Region.4",235,35.3341832982811,-0.130792675856757,-0.991409741702304,5.35880037125943,0.127996957518052,0.700256473050853,5.36013485163773,212.753634691246,52.4374958736197,863.201194493111
"9",1287,"Region.4",205,34.4574150898661,-0.14782713347053,-0.989013214577989,5.27931387502887,0.127962448199743,0.700250166058541,5.28165896842498,196.695917146368,48.4803536409205,798.040462093384
"10",1288,"Region.4",103,33.2270204708737,-0.164817846657198,-0.986324022531787,5.16807633023847,0.127940748088568,0.7002462009445,5.17145080923636,176.170241581612,43.4216605383486,714.757419088423
"11",1289,"Region.4",154,33.5352694302578,-0.181759787591374,-0.983342961338891,5.19395808560281,0.127975469246012,0.700252545617993,5.19838041817468,180.978894261129,44.60630991522,734.276388928671
"12",1290,"Region.4",123,33.3793963079488,-0.19864794288017,-0.980070913143267,5.17822884572323,0.127975627519214,0.700252574543413,5.18371718976456,178.344520808272,43.9570069157152,723.588122442452
"13",1291,"Region.4",225,34.5942710311349,-0.21547731504673,-0.976508846196619,5.28463657770745,0.12802637706405,0.700261851124198,5.29120877566378,198.583323077108,48.9444055519989,805.716930455939
