coords,Region 1,Region 2,Region 3,Region 4,Region 5,Region 6,Region 7,Region 8,Region 9,Region 10
"(-147.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747707976099516
"(-147.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94506213227161
"(-147.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-147.25, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3526267539499593
"(-146.75, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16653612513254673
"(-146.75, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221321294776064
"(-146.75, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342528214513401
"(-146.75, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.75, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472930432862024
"(-146.25, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20823686460172583
"(-146.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976174485352643
"(-146.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9601037018984416
"(-146.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-146.25, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33258447846046824
"(-145.75, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14722662636234513
"(-145.75, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947777350955854
"(-145.75, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.75, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23091889588610776
"(-145.25, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085421283129194
"(-145.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-145.25, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881442411227362
"(-145.25, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338087088481212
"(-144.75, 59.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013367107983253143
"(-144.75, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48833752872279446
"(-144.75, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.75, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9474177212159266
"(-144.75, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007562603467931407
"(-144.25, 59.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04067847103857132
"(-144.25, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7831303933009971
"(-144.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-144.25, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11489785312935918
"(-143.75, 59.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004667356224124204
"(-143.75, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9606435852789529
"(-143.75, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.75, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24803671933364702
"(-143.25, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790626445277827
"(-143.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-143.25, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25297398514706665
"(-142.75, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8207541370840705
"(-142.75, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.75, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937249501966466
"(-142.75, 70.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784583455220944
"(-142.25, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9039125984170034
"(-142.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-142.25, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7867831610160989
"(-141.75, 59.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04373208159090173
"(-141.75, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878824160727996
"(-141.75, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 62.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 63.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 63.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 64.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 64.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 65.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 65.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 66.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 66.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 67.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 67.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 68.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 68.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 69.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(-141.75, 69.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5763441225120638
"(-141.25, 59.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25892815329180385
"(-141.25, 60.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9180325120914038
"(-141.25, 60.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961654790608302
"(-141.25, 61.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996046372444932
"(-141.25, 61.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958576255093645
"(-141.25, 62.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969433603882287
