coords,Region 1,Region 2,Region 3,Region 4,Region 5,Region 6,Region 7,Region 8,Region 9,Region 10
"(-106.75, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.75, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.75, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.75, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.75, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.75, 36.75)",0.0,0.0,0.0,0.0,0.0,0.989420644241072,0.0,0.010579355758928117,0.0,0.0
"(-106.75, 37.25)",0.0,0.0,0.0,0.0,0.0,6.084011971266661e-05,0.0,0.9999391598802874,0.0,0.0
"(-106.75, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.75, 48.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993975767162028,0.0,0.0
"(-106.25, 31.25)",0.0,0.0,0.0,0.0,0.0,0.06835196603316553,0.0,0.0,0.0,0.0
"(-106.25, 31.75)",0.0,0.0,0.0,0.0,0.0,0.8083744104796685,0.0,0.0,0.0,0.0
"(-106.25, 32.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 32.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 33.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 33.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-106.25, 36.75)",0.0,0.0,0.0,0.0,0.0,0.9886719293967494,0.0,0.011328070603250634,0.0,0.0
"(-106.25, 37.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-106.25, 48.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987461855262973,0.0,0.0
"(-105.75, 30.75)",0.0,0.0,0.0,0.0,0.0,0.005223693513185037,0.0,0.0,0.0,0.0
"(-105.75, 31.25)",0.0,0.0,0.0,0.0,0.0,0.6414647475704842,0.0,0.0,0.0,0.0
"(-105.75, 31.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 32.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 32.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 33.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 33.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.75, 36.75)",0.0,0.0,0.0,0.0,0.0,0.9914148215760804,0.0,0.008585178423919676,0.0,0.0
"(-105.75, 37.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.75, 48.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991560158470978,0.0,0.0
"(-105.25, 30.75)",0.0,0.0,0.0,0.0,0.0,0.3947602570009678,0.0,0.0,0.0,0.0
"(-105.25, 31.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 31.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 32.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 32.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 33.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 33.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-105.25, 36.75)",0.0,0.0,0.0,0.0,0.0,0.9903960588743167,0.0,0.009603941125683413,0.0,0.0
"(-105.25, 37.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-105.25, 48.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987975995876608,0.0,0.0
"(-104.75, 29.75)",0.0,0.0,0.0,0.0,0.0,0.15378527023688174,0.0,0.0,0.0,0.0
"(-104.75, 30.25)",0.0,0.0,0.0,0.0,0.0,0.517552670485422,0.0,0.0,0.0,0.0
"(-104.75, 30.75)",0.0,0.0,0.0,0.0,0.0,0.9514073574133536,0.0,0.0,0.0,0.0
"(-104.75, 31.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 31.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 32.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 32.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 33.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 33.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.75, 36.75)",0.0,0.0,0.0,0.0,0.0,0.9870960564153778,0.0,0.012903943584622173,0.0,0.0
"(-104.75, 37.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.75, 48.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984695048776375,0.0,0.0
"(-104.25, 29.25)",0.0,0.0,0.0,0.0,0.0,0.11404963584169223,0.0,0.0,0.0,0.0
"(-104.25, 29.75)",0.0,0.0,0.0,0.0,0.0,0.9413425147755465,0.0,0.0,0.0,0.0
"(-104.25, 30.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 30.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 31.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 31.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 32.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 32.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 33.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 33.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-104.25, 36.75)",0.0,0.0,0.0,0.0,0.0,0.9892688127990826,0.0,0.01073118720091728,0.0,0.0
"(-104.25, 37.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.10530829294827868,0.8946917070517215,0.0,0.0
"(-104.25, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.10565177177328987,0.8943482282267102,0.0,0.0
"(-104.25, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.10579978319652678,0.8942002168034732,0.0,0.0
"(-104.25, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.10574435934194791,0.8942556406580522,0.0,0.0
"(-104.25, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.00022473086136242786,0.9997752691386376,0.0,0.0
"(-104.25, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-104.25, 48.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994513173841927,0.0,0.0
"(-103.75, 29.25)",0.0,0.0,0.0,0.0,0.0,0.5603820439987455,0.0,0.0,0.0,0.0
"(-103.75, 29.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 30.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 30.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 31.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 31.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 32.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 32.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 33.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 33.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 34.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 34.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 35.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 35.75)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 36.25)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(-103.75, 36.75)",0.0,0.0,0.0,0.0,0.0,0.9955464127163661,0.0,0.004453587283633816,0.0,0.0
"(-103.75, 37.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 37.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 38.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 38.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 39.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 39.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 40.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 40.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 41.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.9964673613233422,0.00353263867665784,0.0,0.0
"(-103.75, 41.75)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"(-103.75, 42.25)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"(-103.75, 42.75)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"(-103.75, 43.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0022013551957084476,0.9977986448042916,0.0,0.0
"(-103.75, 43.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 44.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 44.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 45.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 45.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 46.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 46.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 47.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 47.75)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"(-103.75, 48.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
