"","t","region","ed.visits","X","sine","cosine","is.train"
"1",1,"Region.5",8,-12.5586021827047,0.0172015754182605,0.999852041955773,TRUE
"2",2,"Region.5",8,-10.9880370512961,0.034398060613608,0.99940821160626,TRUE
"3",3,"Region.5",0,-9.14114401393264,0.0515843668694084,0.998668640288,TRUE
"4",4,"Region.5",6,-10.4544924980909,0.0687554084811394,0.997633546852045,TRUE
"5",5,"Region.5",11,-11.5578359493484,0.0859061042613327,0.996303237599196,TRUE
"6",6,"Region.5",0,-10.9202411604016,0.103031379043179,0.994678106189365,TRUE
"7",7,"Region.5",4,-2.42324017374759,0.120126165182351,0.992758633525079,TRUE
"8",8,"Region.5",0,0.343564326907975,0.137185404056601,0.990545387609183,TRUE
"9",9,"Region.5",0,1.42036828172943,0.154204047562689,0.988039023376751,TRUE
"10",10,"Region.5",2,6.60170241742047,0.1711770596102,0.985240282501282,TRUE
"11",11,"Region.5",2,8.55790193266433,0.188099417611798,0.982149993175229,TRUE
"12",12,"Region.5",2,-0.423233380016508,0.204966113969495,0.978769069864922,TRUE
"13",13,"Region.5",2,-9.43316880586467,0.221772157556482,0.975098513039961,TRUE
"14",14,"Region.5",7,-7.44420442054702,0.238512575194076,0.971139408877165,TRUE
"15",15,"Region.5",2,-5.68416172858381,0.255182413123373,0.966892928939152,TRUE
"16",16,"Region.5",6,-7.54287483777416,0.271776738471136,0.962360329827655,TRUE
"17",17,"Region.5",4,-5.49336575205844,0.288290640709518,0.957542952811672,TRUE
"18",18,"Region.5",2,-1.87106968996668,0.304719233109163,0.952442223430568,TRUE
"19",19,"Region.5",4,0.699524708006278,0.321057654185271,0.947059651072228,TRUE
"20",20,"Region.5",13,3.0208448512257,0.337301069136184,0.941396828526412,TRUE
"21",21,"Region.5",4,5.125450259954,0.353444671274088,0.935455431513416,TRUE
"22",22,"Region.5",5,7.48336553357378,0.369483683447383,0.929237218188205,TRUE
"23",23,"Region.5",6,2.64688381076007,0.385413359454326,0.922744028620143,TRUE
"24",24,"Region.5",0,-0.903422853804621,0.401228985447501,0.915977784248488,TRUE
"25",25,"Region.5",8,2.50840335895169,0.416925881328729,0.908940487313808,TRUE
"26",26,"Region.5",2,5.85937721530473,0.432499402133979,0.901634220265486,TRUE
"27",27,"Region.5",8,5.60288232650744,0.447944939407891,0.894061145145488,TRUE
"28",28,"Region.5",4,2.95224810918007,0.463257922567492,0.88622350294858,TRUE
"29",29,"Region.5",4,-1.30843509699431,0.478433820254701,0.878123612959185,TRUE
"30",30,"Region.5",2,-2.22763770515168,0.493468141677237,0.869763872065065,TRUE
"31",31,"Region.5",6,3.04775973177231,0.508356437937512,0.861146754048045,TRUE
"32",32,"Region.5",0,-0.751599995212323,0.523094303349133,0.852274808851984,TRUE
"33",33,"Region.5",6,-7.6766084916113,0.537677376740614,0.8431506618282,TRUE
"34",34,"Region.5",2,-1.04262069187852,0.552101342745921,0.833777012958592,TRUE
"35",35,"Region.5",2,-1.89218003395129,0.566361933081453,0.824156636056666,TRUE
"36",36,"Region.5",2,-6.05594539652998,0.580454927809098,0.814292377946727,TRUE
"37",37,"Region.5",2,-5.50278160163037,0.594376156584983,0.804187157621448,TRUE
"38",38,"Region.5",10,-5.44520843715509,0.608121499893542,0.793843965378102,TRUE
"39",39,"Region.5",0,-4.30212120746999,0.621686890266548,0.783265861933679,TRUE
"40",40,"Region.5",7,-0.858138237869284,0.635068313486744,0.772455977519174,TRUE
"41",41,"Region.5",2,-2.73536024137155,0.648261809775712,0.7614175109533,TRUE
"42",42,"Region.5",6,-2.22473845340143,0.661263474965639,0.750153728695904,TRUE
"43",43,"Region.5",0,-3.96449804788693,0.674069461654616,0.738667963881375,TRUE
"44",44,"Region.5",2,0.730377861938452,0.686675980345155,0.726963615332308,TRUE
"45",45,"Region.5",6,6.40682777631987,0.699079300565556,0.715044146553744,TRUE
"46",46,"Region.5",0,10.3204714667637,0.711275751973815,0.702913084708262,TRUE
"47",47,"Region.5",2,3.83188153239135,0.723261725443739,0.690574019572229,TRUE
"48",48,"Region.5",4,1.56709496423181,0.735033674132941,0.678030602473538,TRUE
"49",49,"Region.5",4,4.20386796163018,0.746588114532413,0.665286545211112,TRUE
"50",50,"Region.5",6,9.85386562405883,0.757921627497347,0.652345618956526,TRUE
"51",51,"Region.5",6,13.996996674787,0.769030859258918,0.639211653138059,TRUE
"52",52,"Region.5",4,6.73077041870961,0.779912522416718,0.625888534307502,TRUE
"53",53,"Region.5",2,3.12330081170342,0.790563396911548,0.612380204990065,TRUE
"54",54,"Region.5",2,10.3415081040244,0.800980330978291,0.598690662517721,TRUE
"55",55,"Region.5",2,7.00861207710832,0.811160242078562,0.584823957846332,TRUE
"56",56,"Region.5",7,8.00342318870059,0.821100117812889,0.570784194356904,TRUE
"57",57,"Region.5",4,7.27913539429713,0.830797016812125,0.55657552664133,TRUE
"58",58,"Region.5",4,10.856777069394,0.840248069607847,0.542202159272984,TRUE
"59",59,"Region.5",0,11.1275644345338,0.849450479481481,0.527668345562516,TRUE
"60",60,"Region.5",2,7.6443749474788,0.858401523291892,0.512978386299228,TRUE
"61",61,"Region.5",5,4.61914585364962,0.867098552281208,0.498136628478406,TRUE
"62",62,"Region.5",5,5.08623931469879,0.87553899285863,0.483147464014969,TRUE
"63",63,"Region.5",0,5.66266567037921,0.883720347361998,0.468015328443834,TRUE
"64",64,"Region.5",2,3.7165518252396,0.891640194796887,0.452744699607371,TRUE
"65",65,"Region.5",4,4.59751115609534,0.899296191553025,0.437340096330332,TRUE
"66",66,"Region.5",4,1.06098409424757,0.906686072097799,0.421806077082663,TRUE
"67",67,"Region.5",2,-0.282570645089741,0.913807649646662,0.406147238630579,TRUE
"68",68,"Region.5",0,1.73247850880092,0.920658816810243,0.390368214676303,TRUE
"69",69,"Region.5",7,3.75385899636964,0.927237546217954,0.374473674486883,TRUE
"70",70,"Region.5",0,2.92922923504449,0.933541891117921,0.358468321512481,TRUE
"71",71,"Region.5",6,3.33929592885527,0.939569985953062,0.342356891994542,TRUE
"72",72,"Region.5",2,1.34432414382633,0.945320046913132,0.32614415356427,TRUE
"73",73,"Region.5",4,3.19097734903214,0.950790372462583,0.309834903831803,TRUE
"74",74,"Region.5",8,4.51566197096327,0.955979343844077,0.293433968966527,TRUE
"75",75,"Region.5",4,3.47771483231423,0.960885425557498,0.276946202268936,TRUE
"76",76,"Region.5",0,5.59461032227763,0.965507165814336,0.260376482734458,TRUE
"77",77,"Region.5",2,8.02445442408551,0.969843196967294,0.243729713609684,TRUE
"78",78,"Region.5",4,6.7574465734096,0.973892235914992,0.227010820941418,TRUE
"79",79,"Region.5",0,3.23603109315863,0.977653084481664,0.210224752118984,TRUE
"80",80,"Region.5",2,2.96889751976725,0.981124629771712,0.193376474410206,TRUE
"81",81,"Region.5",8,4.5387986598921,0.984305844499033,0.176470973491522,TRUE
"82",82,"Region.5",0,4.82182742677758,0.987195787291009,0.159513251972636,TRUE
"83",83,"Region.5",5,3.81059093035683,0.989793602967072,0.142508327916171,TRUE
"84",84,"Region.5",0,4.86899901550169,0.992098522791769,0.125461233352737,TRUE
"85",85,"Region.5",2,9.17568347452659,0.994109864702242,0.108377012791876,TRUE
"86",86,"Region.5",4,11.5344471563902,0.99582703351006,0.0912607217293119,TRUE
"87",87,"Region.5",4,12.4983389286126,0.997249521077345,0.0741174251509441,TRUE
"88",88,"Region.5",4,9.69165845776735,0.998376906467142,0.0569521960340398,TRUE
"89",89,"Region.5",2,5.8249602834991,0.999208856067975,0.0397701138460559,TRUE
"90",90,"Region.5",2,8.20824875039001,0.999745123692573,0.0225762630415455,TRUE
"91",91,"Region.5",5,3.61307927641234,0.999985550650719,0.00537573155758388,TRUE
"92",92,"Region.5",6,6.07203361935031,0.999930065796206,-0.0118263906918326,TRUE
"93",93,"Region.5",2,12.2376671122918,0.999578685547896,-0.0290250133219752,TRUE
"94",94,"Region.5",0,4.88308125904708,0.998931513884858,-0.0462150469837084,TRUE
"95",95,"Region.5",2,5.02131659935917,0.997988742315598,-0.0633914048695104,TRUE
"96",96,"Region.5",2,4.56505466856938,0.996750649821393,-0.0805490042187419,TRUE
"97",97,"Region.5",2,1.38638497842592,0.995217602773729,-0.097682767821716,TRUE
"98",98,"Region.5",0,2.76014529316347,0.993390054825894,-0.114787625522127,TRUE
