"","t","region","ed.visits","X","sine","cosine","distance","SE","SE2","pred","pred2","low","high"
"1",1279,"Region.3",100,25.2505562682133,-0.0107513077635227,-0.999942203020442,4.2058780796461,0.18354035248546,1.01670401838022,4.18097646218335,65.4297116703656,8.56400903241679,499.888212759048
"2",1280,"Region.3",71,22.9276407191853,-0.0279502982402085,-0.999609314096404,3.75846393884436,0.183147506401219,1.01663317332309,3.73449301177408,41.866794209813,5.4806662121334,319.820326500878
"3",1281,"Region.3",87,27.0661658032334,-0.0451410177739714,-0.998980624694158,4.53370408747577,0.182706073473569,1.01655374146384,4.51064451243751,90.9804376417509,11.9118896254456,694.888912990151
"4",1282,"Region.3",189,31.7589556545962,-0.0623183793543259,-0.998056320853012,5.41378057540754,0.182256476789081,1.01647303128591,5.39161274435715,219.557189798289,28.7508313051,1676.65967917842
"5",1283,"Region.3",467,35.8312067174023,-0.0794772999236196,-0.996836676089344,6.17638660313963,0.181800882761643,1.01639144082037,6.15509064415154,471.109543850369,61.7014704272077,3597.06504188975
"6",1284,"Region.3",572,36.5897241012711,-0.0966127018812026,-0.99532205131566,6.31188880489213,0.181326967929864,1.01630677912658,6.29144458803982,539.93274636837,70.7272570545811,4121.85319693531
"7",1285,"Region.3",196,30.5979072667313,-0.11371951458595,-0.993512894733801,5.16997849731939,0.180832239287059,1.01621862744469,5.15036564063213,172.494549803826,22.5995136411313,1316.59336499488
"8",1286,"Region.3",130,31.240739422657,-0.130792675856757,-0.991409741702304,5.28351067291954,0.180320552198863,1.01612769942823,5.26470854841376,193.38993676913,25.3417478782726,1475.81247446761
"9",1287,"Region.3",140,28.2163896148844,-0.14782713347053,-0.989013214577989,4.70306284702307,0.179798270875739,1.01603514614894,4.68505058680649,108.315751517557,14.1962847707031,826.434677545004
"10",1288,"Region.3",140,31.7430015638987,-0.164817846657198,-0.986324022531787,5.36222610386604,0.179244391541384,1.0159372775418,5.34498260631283,209.554239646283,27.4703722518451,1598.55785539208
"11",1289,"Region.3",281,34.4261141400331,-0.181759787591374,-0.983342961338891,5.86174222782699,0.178678988021454,1.01583767441475,5.84524616382209,345.587602476312,45.3119509235661,2635.74594673237
"12",1290,"Region.3",328,34.3413515288478,-0.19864794288017,-0.980070913143267,5.83746225507449,0.178095829616409,1.01573526301234,5.82169207432523,337.542718057496,44.2662062924658,2573.86155391036
"13",1291,"Region.3",297,31.0108945133682,-0.21547731504673,-0.976508846196619,5.19897045698893,0.177496228797503,1.01563030244146,5.1839043944021,178.377910854935,23.3978418509668,1359.89803177751
"14",1292,"Region.3",366,32.9885242212928,-0.232242924009068,-0.972657814571866,5.56490909874314,0.17687508860917,1.01552193327889,5.55052518086563,257.37268762925,33.7669095079963,1961.70455936505
"15",1293,"Region.3",380,33.4846110222362,-0.248939808553766,-0.968518957851221,5.6504728143449,0.176237510207926,1.01541107931925,5.63674886586601,280.549131325691,36.8157855081972,2137.8822698235
"16",1294,"Region.3",422,33.4100498363452,-0.265563027804056,-0.964093500788975,5.62803354131646,0.175581914612289,1.01529749765225,5.61494719162994,274.498882974031,36.0300097845043,2091.30214520222
"17",1295,"Region.3",100,27.657152787915,-0.282107662681918,-0.959382752949075,4.5310613006428,0.174919297638981,1.015183116825,4.51858999046664,91.7062001570251,12.0398713765962,698.514700380292
"18",1296,"Region.3",160,29.1956745360886,-0.298568817363719,-0.954388108317591,4.81383708769935,0.174222726486778,1.01506332729761,4.80195807575148,121.748577212097,15.9878877695452,927.121597726327
"19",1297,"Region.3",137,32.4409665983179,-0.314941620728952,-0.949111044890228,5.41957524091013,0.173507372833384,1.01494079060187,5.40826561063788,223.244059593278,29.3233471398665,1699.59827252906
"20",1298,"Region.3",147,29.33146225645,-0.331221227801684,-0.943553124234955,4.82278060098701,0.172785381527345,1.01481761320424,4.81201726734852,122.979449889947,16.1574628827933,936.034648814821
"21",1299,"Region.3",61,25.9245073470855,-0.347402821184276,-0.93771599102991,4.1696927355002,0.17205329646107,1.01469322301034,4.15945245179565,64.0364499556448,8.41542225957637,487.279995754868
"22",1300,"Region.3",71,27.0244961056313,-0.363481612482906,-0.931601372576719,4.36945403749976,0.171285488365395,1.01456331420201,4.35971340225044,78.2347093181171,10.283974130042,595.165805037405
"23",1301,"Region.3",86,29.204253600075,-0.379452843724542,-0.925211078289359,4.77353954584301,0.170497397789566,1.01443056078423,4.76427500971617,117.246084195592,15.4161226661495,891.70568740897
"24",1302,"Region.3",119,33.9207762293146,-0.395311788764914,-0.918546999158717,5.65766050378534,0.169693178236128,1.01429570379642,5.64884837656288,283.964257555424,37.3471636512631,2159.0849661826
"25",1303,"Region.3",120,33.8489414040885,-0.411053754687035,-0.911611107193024,5.63567975326283,0.168878272783716,1.01415968713926,5.62729621085155,277.909691682243,36.5608076188475,2112.47512735754
"26",1304,"Region.3",235,33.3925848881967,-0.426674083189923,-0.904405454834301,5.54094164193231,0.168046419527518,1.01402149835002,5.53296273341388,252.892053940565,33.278772681552,1921.77733110123
"27",1305,"Region.3",225,31.3539702100341,-0.442168151967071,-0.896932174351007,5.14679988298766,0.16719953091399,1.01388149363614,5.13920153770607,170.579512622097,22.4533214143846,1295.90493938019
