calculationType,calculationTypeId,category,categoryId,categoryName,confidenceIntervalDisplay,confidenceIntervalHigh,confidenceIntervalHighName,confidenceIntervalLow,confidenceIntervalLowName,confidenceIntervalName,dailyMax,dailyMaxDisplay,dailyMin,dailyMinDisplay,dataValue,descriptiveValue,descriptiveValueName,displayValue,geo,geoAbbreviation,geoId,geographicTypeId,groupById,hatching,hatchingId,hottestTemp,hottestTempDescription,id,includeDescriptiveValueName,minimumTemporal,minimumTemporalId,noDataBreakGroup,noDataId,parentGeo,parentGeoAbbreviation,parentGeoId,parentGeographicTypeId,parentMinimumTemporal,parentMinimumTemporalId,parentTemporal,parentTemporalId,parentTemporalType,parentTemporalTypeId,reportDate,reportDateString,rollover,secondaryValue,secondaryValueDisplay,secondaryValueName,standardError,standardErrorDisplay,standardErrorName,suppressionFlag,temporal,temporalColumnName,temporalDescription,temporalId,temporalRollingColumnName,temporalTypeId,title,yearlyMax,yearlyMaxDisplay
Temperature,,,0,,,,,,,,96.9,96.9°F,0.0,,96.9,,,96.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),605871517,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-06-30,06/30/2022,"['Report Date: 06/30/2022', 'Temperature: 96.9°F', 'Maximum Heat Index for Date (1979-2021): 113.1°F']",,,,,,,0,20220630,ReportDate,Date,20220630,RollingCount,10,"Autauga, AL",113.1,113.1°F
Temperature,,,0,,,,,,,,97.1,97.1°F,0.0,,97.1,,,97.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),574578982,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-01,07/01/2022,"['Report Date: 07/01/2022', 'Temperature: 97.1°F', 'Maximum Heat Index for Date (1979-2021): 115.7°F']",,,,,,,0,20220701,ReportDate,Date,20220701,RollingCount,10,"Autauga, AL",115.7,115.7°F
Temperature,,,0,,,,,,,,97.1,97.1°F,0.0,,97.1,,,97.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),549526352,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-02,07/02/2022,"['Report Date: 07/02/2022', 'Temperature: 97.1°F', 'Maximum Heat Index for Date (1979-2021): 111.6°F']",,,,,,,0,20220702,ReportDate,Date,20220702,RollingCount,10,"Autauga, AL",111.6,111.6°F
Temperature,,,0,,,,,,,,97.9,97.9°F,0.0,,97.9,,,97.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),534409921,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-03,07/03/2022,"['Report Date: 07/03/2022', 'Temperature: 97.9°F', 'Maximum Heat Index for Date (1979-2021): 120.0°F']",,,,,,,0,20220703,ReportDate,Date,20220703,RollingCount,10,"Autauga, AL",120.0,120.0°F
Temperature,,,0,,,,,,,,99.5,99.5°F,0.0,,99.5,,,99.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),528337769,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-04,07/04/2022,"['Report Date: 07/04/2022', 'Temperature: 99.5°F', 'Maximum Heat Index for Date (1979-2021): 112.7°F']",,,,,,,0,20220704,ReportDate,Date,20220704,RollingCount,10,"Autauga, AL",112.7,112.7°F
Temperature,,,0,,,,,,,,102.3,102.3°F,0.0,,102.3,,,102.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),593921954,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-05,07/05/2022,"['Report Date: 07/05/2022', 'Temperature: 102.3°F', 'Maximum Heat Index for Date (1979-2021): 108.4°F']",,,,,,,0,20220705,ReportDate,Date,20220705,RollingCount,10,"Autauga, AL",108.4,108.4°F
Temperature,,,0,,,,,,,,102.9,102.9°F,0.0,,102.9,,,102.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),609511323,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-06,07/06/2022,"['Report Date: 07/06/2022', 'Temperature: 102.9°F', 'Maximum Heat Index for Date (1979-2021): 111.5°F']",,,,,,,0,20220706,ReportDate,Date,20220706,RollingCount,10,"Autauga, AL",111.5,111.5°F
Temperature,,,0,,,,,,,,106.1,106.1°F,0.0,,106.1,,,106.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),558962827,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-07,07/07/2022,"['Report Date: 07/07/2022', 'Temperature: 106.1°F', 'Maximum Heat Index for Date (1979-2021): 110.0°F']",,,,,,,0,20220707,ReportDate,Date,20220707,RollingCount,10,"Autauga, AL",110.0,110.0°F
Temperature,,,0,,,,,,,,104.8,104.8°F,0.0,,104.8,,,104.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),589252145,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-08,07/08/2022,"['Report Date: 07/08/2022', 'Temperature: 104.8°F', 'Maximum Heat Index for Date (1979-2021): 108.1°F']",,,,,,,0,20220708,ReportDate,Date,20220708,RollingCount,10,"Autauga, AL",108.1,108.1°F
Temperature,,,0,,,,,,,,104.0,104.0°F,0.0,,104.0,,,104.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),591342520,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-09,07/09/2022,"['Report Date: 07/09/2022', 'Temperature: 104.0°F', 'Maximum Heat Index for Date (1979-2021): 107.9°F']",,,,,,,0,20220709,ReportDate,Date,20220709,RollingCount,10,"Autauga, AL",107.9,107.9°F
Temperature,,,0,,,,,,,,98.4,98.4°F,0.0,,98.4,,,98.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),526032275,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-10,07/10/2022,"['Report Date: 07/10/2022', 'Temperature: 98.4°F', 'Maximum Heat Index for Date (1979-2021): 107.3°F']",,,,,,,0,20220710,ReportDate,Date,20220710,RollingCount,10,"Autauga, AL",107.3,107.3°F
Temperature,,,0,,,,,,,,101.6,101.6°F,0.0,,101.6,,,101.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),517085997,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-11,07/11/2022,"['Report Date: 07/11/2022', 'Temperature: 101.6°F', 'Maximum Heat Index for Date (1979-2021): 108.9°F']",,,,,,,0,20220711,ReportDate,Date,20220711,RollingCount,10,"Autauga, AL",108.9,108.9°F
Temperature,,,0,,,,,,,,101.5,101.5°F,0.0,,101.5,,,101.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),599225662,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-12,07/12/2022,"['Report Date: 07/12/2022', 'Temperature: 101.5°F', 'Maximum Heat Index for Date (1979-2021): 111.6°F']",,,,,,,0,20220712,ReportDate,Date,20220712,RollingCount,10,"Autauga, AL",111.6,111.6°F
Temperature,,,0,,,,,,,,101.0,101.0°F,0.0,,101.0,,,101.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),611790783,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-13,07/13/2022,"['Report Date: 07/13/2022', 'Temperature: 101.0°F', 'Maximum Heat Index for Date (1979-2021): 112.3°F']",,,,,,,0,20220713,ReportDate,Date,20220713,RollingCount,10,"Autauga, AL",112.3,112.3°F
Temperature,,,0,,,,,,,,96.6,96.6°F,0.0,,96.6,,,96.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),591565009,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-14,07/14/2022,"['Report Date: 07/14/2022', 'Temperature: 96.6°F', 'Maximum Heat Index for Date (1979-2021): 116.1°F']",,,,,,,0,20220714,ReportDate,Date,20220714,RollingCount,10,"Autauga, AL",116.1,116.1°F
Temperature,,,0,,,,,,,,97.0,97.0°F,0.0,,97.0,,,97.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),533105812,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-15,07/15/2022,"['Report Date: 07/15/2022', 'Temperature: 97.0°F', 'Maximum Heat Index for Date (1979-2021): 110.5°F']",,,,,,,0,20220715,ReportDate,Date,20220715,RollingCount,10,"Autauga, AL",110.5,110.5°F
Temperature,,,0,,,,,,,,98.9,98.9°F,0.0,,98.9,,,98.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),522043047,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-16,07/16/2022,"['Report Date: 07/16/2022', 'Temperature: 98.9°F', 'Maximum Heat Index for Date (1979-2021): 110.9°F']",,,,,,,0,20220716,ReportDate,Date,20220716,RollingCount,10,"Autauga, AL",110.9,110.9°F
Temperature,,,0,,,,,,,,97.8,97.8°F,0.0,,97.8,,,97.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),561444506,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-17,07/17/2022,"['Report Date: 07/17/2022', 'Temperature: 97.8°F', 'Maximum Heat Index for Date (1979-2021): 108.5°F']",,,,,,,0,20220717,ReportDate,Date,20220717,RollingCount,10,"Autauga, AL",108.5,108.5°F
Temperature,,,0,,,,,,,,101.2,101.2°F,0.0,,101.2,,,101.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),529818259,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-18,07/18/2022,"['Report Date: 07/18/2022', 'Temperature: 101.2°F', 'Maximum Heat Index for Date (1979-2021): 110.8°F']",,,,,,,0,20220718,ReportDate,Date,20220718,RollingCount,10,"Autauga, AL",110.8,110.8°F
Temperature,,,0,,,,,,,,100.2,100.2°F,0.0,,100.2,,,100.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),606250810,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-19,07/19/2022,"['Report Date: 07/19/2022', 'Temperature: 100.2°F', 'Maximum Heat Index for Date (1979-2021): 109.0°F']",,,,,,,0,20220719,ReportDate,Date,20220719,RollingCount,10,"Autauga, AL",109.0,109.0°F
Temperature,,,0,,,,,,,,105.2,105.2°F,0.0,,105.2,,,105.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),530982939,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-20,07/20/2022,"['Report Date: 07/20/2022', 'Temperature: 105.2°F', 'Maximum Heat Index for Date (1979-2021): 111.5°F']",,,,,,,0,20220720,ReportDate,Date,20220720,RollingCount,10,"Autauga, AL",111.5,111.5°F
Temperature,,,0,,,,,,,,107.5,107.5°F,0.0,,107.5,,,107.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),544597857,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-21,07/21/2022,"['Report Date: 07/21/2022', 'Temperature: 107.5°F', 'Maximum Heat Index for Date (1979-2021): 112.6°F']",,,,,,,0,20220721,ReportDate,Date,20220721,RollingCount,10,"Autauga, AL",112.6,112.6°F
Temperature,,,0,,,,,,,,100.5,100.5°F,0.0,,100.5,,,100.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),584314989,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-22,07/22/2022,"['Report Date: 07/22/2022', 'Temperature: 100.5°F', 'Maximum Heat Index for Date (1979-2021): 110.0°F']",,,,,,,0,20220722,ReportDate,Date,20220722,RollingCount,10,"Autauga, AL",110.0,110.0°F
Temperature,,,0,,,,,,,,98.2,98.2°F,0.0,,98.2,,,98.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),601148973,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-23,07/23/2022,"['Report Date: 07/23/2022', 'Temperature: 98.2°F', 'Maximum Heat Index for Date (1979-2021): 111.7°F']",,,,,,,0,20220723,ReportDate,Date,20220723,RollingCount,10,"Autauga, AL",111.7,111.7°F
Temperature,,,0,,,,,,,,101.4,101.4°F,0.0,,101.4,,,101.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),587354229,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-24,07/24/2022,"['Report Date: 07/24/2022', 'Temperature: 101.4°F', 'Maximum Heat Index for Date (1979-2021): 109.0°F']",,,,,,,0,20220724,ReportDate,Date,20220724,RollingCount,10,"Autauga, AL",109.0,109.0°F
Temperature,,,0,,,,,,,,96.8,96.8°F,0.0,,96.8,,,96.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),605136020,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-25,07/25/2022,"['Report Date: 07/25/2022', 'Temperature: 96.8°F', 'Maximum Heat Index for Date (1979-2021): 106.5°F']",,,,,,,0,20220725,ReportDate,Date,20220725,RollingCount,10,"Autauga, AL",106.5,106.5°F
Temperature,,,0,,,,,,,,100.9,100.9°F,0.0,,100.9,,,100.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),524495627,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-26,07/26/2022,"['Report Date: 07/26/2022', 'Temperature: 100.9°F', 'Maximum Heat Index for Date (1979-2021): 107.5°F']",,,,,,,0,20220726,ReportDate,Date,20220726,RollingCount,10,"Autauga, AL",107.5,107.5°F
Temperature,,,0,,,,,,,,101.0,101.0°F,0.0,,101.0,,,101.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),551626177,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-27,07/27/2022,"['Report Date: 07/27/2022', 'Temperature: 101.0°F', 'Maximum Heat Index for Date (1979-2021): 107.9°F']",,,,,,,0,20220727,ReportDate,Date,20220727,RollingCount,10,"Autauga, AL",107.9,107.9°F
Temperature,,,0,,,,,,,,100.5,100.5°F,0.0,,100.5,,,100.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),599240297,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-28,07/28/2022,"['Report Date: 07/28/2022', 'Temperature: 100.5°F', 'Maximum Heat Index for Date (1979-2021): 107.1°F']",,,,,,,0,20220728,ReportDate,Date,20220728,RollingCount,10,"Autauga, AL",107.1,107.1°F
Temperature,,,0,,,,,,,,101.6,101.6°F,0.0,,101.6,,,101.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),574049164,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-29,07/29/2022,"['Report Date: 07/29/2022', 'Temperature: 101.6°F', 'Maximum Heat Index for Date (1979-2021): 110.1°F']",,,,,,,0,20220729,ReportDate,Date,20220729,RollingCount,10,"Autauga, AL",110.1,110.1°F
Temperature,,,0,,,,,,,,99.7,99.7°F,0.0,,99.7,,,99.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),559887450,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-30,07/30/2022,"['Report Date: 07/30/2022', 'Temperature: 99.7°F', 'Maximum Heat Index for Date (1979-2021): 115.2°F']",,,,,,,0,20220730,ReportDate,Date,20220730,RollingCount,10,"Autauga, AL",115.2,115.2°F
Temperature,,,0,,,,,,,,101.4,101.4°F,0.0,,101.4,,,101.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),597440888,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-07-31,07/31/2022,"['Report Date: 07/31/2022', 'Temperature: 101.4°F', 'Maximum Heat Index for Date (1979-2021): 115.2°F']",,,,,,,0,20220731,ReportDate,Date,20220731,RollingCount,10,"Autauga, AL",115.2,115.2°F
Temperature,,,0,,,,,,,,101.4,101.4°F,0.0,,101.4,,,101.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),574710670,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-01,08/01/2022,"['Report Date: 08/01/2022', 'Temperature: 101.4°F', 'Maximum Heat Index for Date (1979-2021): 111.6°F']",,,,,,,0,20220801,ReportDate,Date,20220801,RollingCount,10,"Autauga, AL",111.6,111.6°F
Temperature,,,0,,,,,,,,100.4,100.4°F,0.0,,100.4,,,100.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),525438036,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-02,08/02/2022,"['Report Date: 08/02/2022', 'Temperature: 100.4°F', 'Maximum Heat Index for Date (1979-2021): 112.2°F']",,,,,,,0,20220802,ReportDate,Date,20220802,RollingCount,10,"Autauga, AL",112.2,112.2°F
Temperature,,,0,,,,,,,,97.8,97.8°F,0.0,,97.8,,,97.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),595247718,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-03,08/03/2022,"['Report Date: 08/03/2022', 'Temperature: 97.8°F', 'Maximum Heat Index for Date (1979-2021): 113.9°F']",,,,,,,0,20220803,ReportDate,Date,20220803,RollingCount,10,"Autauga, AL",113.9,113.9°F
Temperature,,,0,,,,,,,,99.0,99.0°F,0.0,,99.0,,,99.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),535608556,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-04,08/04/2022,"['Report Date: 08/04/2022', 'Temperature: 99.0°F', 'Maximum Heat Index for Date (1979-2021): 113.0°F']",,,,,,,0,20220804,ReportDate,Date,20220804,RollingCount,10,"Autauga, AL",113.0,113.0°F
Temperature,,,0,,,,,,,,102.0,102.0°F,0.0,,102.0,,,102.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),565578755,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-05,08/05/2022,"['Report Date: 08/05/2022', 'Temperature: 102.0°F', 'Maximum Heat Index for Date (1979-2021): 110.1°F']",,,,,,,0,20220805,ReportDate,Date,20220805,RollingCount,10,"Autauga, AL",110.1,110.1°F
Temperature,,,0,,,,,,,,99.8,99.8°F,0.0,,99.8,,,99.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),561860142,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-06,08/06/2022,"['Report Date: 08/06/2022', 'Temperature: 99.8°F', 'Maximum Heat Index for Date (1979-2021): 109.9°F']",,,,,,,0,20220806,ReportDate,Date,20220806,RollingCount,10,"Autauga, AL",109.9,109.9°F
Temperature,,,0,,,,,,,,101.1,101.1°F,0.0,,101.1,,,101.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),512412176,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-07,08/07/2022,"['Report Date: 08/07/2022', 'Temperature: 101.1°F', 'Maximum Heat Index for Date (1979-2021): 108.4°F']",,,,,,,0,20220807,ReportDate,Date,20220807,RollingCount,10,"Autauga, AL",108.4,108.4°F
Temperature,,,0,,,,,,,,98.1,98.1°F,0.0,,98.1,,,98.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),572312403,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-08,08/08/2022,"['Report Date: 08/08/2022', 'Temperature: 98.1°F', 'Maximum Heat Index for Date (1979-2021): 110.5°F']",,,,,,,0,20220808,ReportDate,Date,20220808,RollingCount,10,"Autauga, AL",110.5,110.5°F
Temperature,,,0,,,,,,,,94.0,94.0°F,0.0,,94.0,,,94.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),586738531,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-09,08/09/2022,"['Report Date: 08/09/2022', 'Temperature: 94.0°F', 'Maximum Heat Index for Date (1979-2021): 109.9°F']",,,,,,,0,20220809,ReportDate,Date,20220809,RollingCount,10,"Autauga, AL",109.9,109.9°F
Temperature,,,0,,,,,,,,93.7,93.7°F,0.0,,93.7,,,93.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),525898364,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-10,08/10/2022,"['Report Date: 08/10/2022', 'Temperature: 93.7°F', 'Maximum Heat Index for Date (1979-2021): 112.4°F']",,,,,,,0,20220810,ReportDate,Date,20220810,RollingCount,10,"Autauga, AL",112.4,112.4°F
Temperature,,,0,,,,,,,,92.7,92.7°F,0.0,,92.7,,,92.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),522649786,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-11,08/11/2022,"['Report Date: 08/11/2022', 'Temperature: 92.7°F', 'Maximum Heat Index for Date (1979-2021): 110.1°F']",,,,,,,0,20220811,ReportDate,Date,20220811,RollingCount,10,"Autauga, AL",110.1,110.1°F
Temperature,,,0,,,,,,,,95.0,95.0°F,0.0,,95.0,,,95.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),535201196,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-12,08/12/2022,"['Report Date: 08/12/2022', 'Temperature: 95.0°F', 'Maximum Heat Index for Date (1979-2021): 112.6°F']",,,,,,,0,20220812,ReportDate,Date,20220812,RollingCount,10,"Autauga, AL",112.6,112.6°F
Temperature,,,0,,,,,,,,101.0,101.0°F,0.0,,101.0,,,101.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),584758799,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-13,08/13/2022,"['Report Date: 08/13/2022', 'Temperature: 101.0°F', 'Maximum Heat Index for Date (1979-2021): 112.5°F']",,,,,,,0,20220813,ReportDate,Date,20220813,RollingCount,10,"Autauga, AL",112.5,112.5°F
Temperature,,,0,,,,,,,,98.8,98.8°F,0.0,,98.8,,,98.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),577353514,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-14,08/14/2022,"['Report Date: 08/14/2022', 'Temperature: 98.8°F', 'Maximum Heat Index for Date (1979-2021): 109.0°F']",,,,,,,0,20220814,ReportDate,Date,20220814,RollingCount,10,"Autauga, AL",109.0,109.0°F
Temperature,,,0,,,,,,,,102.9,102.9°F,0.0,,102.9,,,102.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),587096431,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-15,08/15/2022,"['Report Date: 08/15/2022', 'Temperature: 102.9°F', 'Maximum Heat Index for Date (1979-2021): 110.9°F']",,,,,,,0,20220815,ReportDate,Date,20220815,RollingCount,10,"Autauga, AL",110.9,110.9°F
Temperature,,,0,,,,,,,,96.7,96.7°F,0.0,,96.7,,,96.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),582578755,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-16,08/16/2022,"['Report Date: 08/16/2022', 'Temperature: 96.7°F', 'Maximum Heat Index for Date (1979-2021): 111.2°F']",,,,,,,0,20220816,ReportDate,Date,20220816,RollingCount,10,"Autauga, AL",111.2,111.2°F
Temperature,,,0,,,,,,,,91.2,91.2°F,0.0,,91.2,,,91.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),582752945,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-17,08/17/2022,"['Report Date: 08/17/2022', 'Temperature: 91.2°F', 'Maximum Heat Index for Date (1979-2021): 109.9°F']",,,,,,,0,20220817,ReportDate,Date,20220817,RollingCount,10,"Autauga, AL",109.9,109.9°F
Temperature,,,0,,,,,,,,88.2,88.2°F,0.0,,88.2,,,88.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),529104661,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-18,08/18/2022,"['Report Date: 08/18/2022', 'Temperature: 88.2°F', 'Maximum Heat Index for Date (1979-2021): 111.3°F']",,,,,,,0,20220818,ReportDate,Date,20220818,RollingCount,10,"Autauga, AL",111.3,111.3°F
Temperature,,,0,,,,,,,,93.5,93.5°F,0.0,,93.5,,,93.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),599792620,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-19,08/19/2022,"['Report Date: 08/19/2022', 'Temperature: 93.5°F', 'Maximum Heat Index for Date (1979-2021): 110.9°F']",,,,,,,0,20220819,ReportDate,Date,20220819,RollingCount,10,"Autauga, AL",110.9,110.9°F
Temperature,,,0,,,,,,,,94.2,94.2°F,0.0,,94.2,,,94.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),569084223,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-20,08/20/2022,"['Report Date: 08/20/2022', 'Temperature: 94.2°F', 'Maximum Heat Index for Date (1979-2021): 106.6°F']",,,,,,,0,20220820,ReportDate,Date,20220820,RollingCount,10,"Autauga, AL",106.6,106.6°F
Temperature,,,0,,,,,,,,94.4,94.4°F,0.0,,94.4,,,94.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),531673367,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-21,08/21/2022,"['Report Date: 08/21/2022', 'Temperature: 94.4°F', 'Maximum Heat Index for Date (1979-2021): 109.5°F']",,,,,,,0,20220821,ReportDate,Date,20220821,RollingCount,10,"Autauga, AL",109.5,109.5°F
