calculationType,calculationTypeId,category,categoryId,categoryName,confidenceIntervalDisplay,confidenceIntervalHigh,confidenceIntervalHighName,confidenceIntervalLow,confidenceIntervalLowName,confidenceIntervalName,dailyMax,dailyMaxDisplay,dailyMin,dailyMinDisplay,dataValue,descriptiveValue,descriptiveValueName,displayValue,geo,geoAbbreviation,geoId,geographicTypeId,groupById,hatching,hatchingId,hottestTemp,hottestTempDescription,id,includeDescriptiveValueName,minimumTemporal,minimumTemporalId,noDataBreakGroup,noDataId,parentGeo,parentGeoAbbreviation,parentGeoId,parentGeographicTypeId,parentMinimumTemporal,parentMinimumTemporalId,parentTemporal,parentTemporalId,parentTemporalType,parentTemporalTypeId,reportDate,reportDateString,rollover,secondaryValue,secondaryValueDisplay,secondaryValueName,standardError,standardErrorDisplay,standardErrorName,suppressionFlag,temporal,temporalColumnName,temporalDescription,temporalId,temporalRollingColumnName,temporalTypeId,title,yearlyMax,yearlyMaxDisplay
Temperature,,,0,,,,,,,,91.5,91.5°F,0.0,,91.5,,,91.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),583453020,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-22,08/22/2022,"['Report Date: 08/22/2022', 'Temperature: 91.5°F', 'Maximum Heat Index for Date (1979-2021): 108.4°F']",,,,,,,0,20220822,ReportDate,Date,20220822,RollingCount,10,"Autauga, AL",108.4,108.4°F
Temperature,,,0,,,,,,,,89.9,89.9°F,0.0,,89.9,,,89.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),545104269,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-23,08/23/2022,"['Report Date: 08/23/2022', 'Temperature: 89.9°F', 'Maximum Heat Index for Date (1979-2021): 108.0°F']",,,,,,,0,20220823,ReportDate,Date,20220823,RollingCount,10,"Autauga, AL",108.0,108.0°F
Temperature,,,0,,,,,,,,93.2,93.2°F,0.0,,93.2,,,93.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),602485334,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-24,08/24/2022,"['Report Date: 08/24/2022', 'Temperature: 93.2°F', 'Maximum Heat Index for Date (1979-2021): 106.1°F']",,,,,,,0,20220824,ReportDate,Date,20220824,RollingCount,10,"Autauga, AL",106.1,106.1°F
Temperature,,,0,,,,,,,,88.9,88.9°F,0.0,,88.9,,,88.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),604312457,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-25,08/25/2022,"['Report Date: 08/25/2022', 'Temperature: 88.9°F', 'Maximum Heat Index for Date (1979-2021): 102.6°F']",,,,,,,0,20220825,ReportDate,Date,20220825,RollingCount,10,"Autauga, AL",102.6,102.6°F
Temperature,,,0,,,,,,,,94.2,94.2°F,0.0,,94.2,,,94.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),525508170,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-26,08/26/2022,"['Report Date: 08/26/2022', 'Temperature: 94.2°F', 'Maximum Heat Index for Date (1979-2021): 106.7°F']",,,,,,,0,20220826,ReportDate,Date,20220826,RollingCount,10,"Autauga, AL",106.7,106.7°F
Temperature,,,0,,,,,,,,92.7,92.7°F,0.0,,92.7,,,92.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),548939552,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-27,08/27/2022,"['Report Date: 08/27/2022', 'Temperature: 92.7°F', 'Maximum Heat Index for Date (1979-2021): 105.1°F']",,,,,,,0,20220827,ReportDate,Date,20220827,RollingCount,10,"Autauga, AL",105.1,105.1°F
Temperature,,,0,,,,,,,,97.8,97.8°F,0.0,,97.8,,,97.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),519471165,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-28,08/28/2022,"['Report Date: 08/28/2022', 'Temperature: 97.8°F', 'Maximum Heat Index for Date (1979-2021): 105.2°F']",,,,,,,0,20220828,ReportDate,Date,20220828,RollingCount,10,"Autauga, AL",105.2,105.2°F
Temperature,,,0,,,,,,,,101.3,101.3°F,0.0,,101.3,,,101.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),590929838,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-29,08/29/2022,"['Report Date: 08/29/2022', 'Temperature: 101.3°F', 'Maximum Heat Index for Date (1979-2021): 106.8°F']",,,,,,,0,20220829,ReportDate,Date,20220829,RollingCount,10,"Autauga, AL",106.8,106.8°F
Temperature,,,0,,,,,,,,100.6,100.6°F,0.0,,100.6,,,100.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),609976406,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-30,08/30/2022,"['Report Date: 08/30/2022', 'Temperature: 100.6°F', 'Maximum Heat Index for Date (1979-2021): 104.2°F']",,,,,,,0,20220830,ReportDate,Date,20220830,RollingCount,10,"Autauga, AL",104.2,104.2°F
Temperature,,,0,,,,,,,,105.6,105.6°F,0.0,,105.6,,,105.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,True,Hottest Heat Index for Date (1979-2021),530836743,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-08-31,08/31/2022,"['Report Date: 08/31/2022', 'Temperature: 105.6°F', 'Maximum Heat Index for Date (1979-2021): 105.6°F', 'Hottest Heat Index for Date (1979-2021)']",,,,,,,0,20220831,ReportDate,Date,20220831,RollingCount,10,"Autauga, AL",105.6,105.6°F
Temperature,,,0,,,,,,,,98.9,98.9°F,0.0,,98.9,,,98.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),571212337,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-01,09/01/2022,"['Report Date: 09/01/2022', 'Temperature: 98.9°F', 'Maximum Heat Index for Date (1979-2021): 102.3°F']",,,,,,,0,20220901,ReportDate,Date,20220901,RollingCount,10,"Autauga, AL",102.3,102.3°F
Temperature,,,0,,,,,,,,94.9,94.9°F,0.0,,94.9,,,94.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),534323868,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-02,09/02/2022,"['Report Date: 09/02/2022', 'Temperature: 94.9°F', 'Maximum Heat Index for Date (1979-2021): 102.0°F']",,,,,,,0,20220902,ReportDate,Date,20220902,RollingCount,10,"Autauga, AL",102.0,102.0°F
Temperature,,,0,,,,,,,,94.7,94.7°F,0.0,,94.7,,,94.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),592598901,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-03,09/03/2022,"['Report Date: 09/03/2022', 'Temperature: 94.7°F', 'Maximum Heat Index for Date (1979-2021): 101.1°F']",,,,,,,0,20220903,ReportDate,Date,20220903,RollingCount,10,"Autauga, AL",101.1,101.1°F
Temperature,,,0,,,,,,,,92.0,92.0°F,0.0,,92.0,,,92.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),580983094,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-04,09/04/2022,"['Report Date: 09/04/2022', 'Temperature: 92.0°F', 'Maximum Heat Index for Date (1979-2021): 101.8°F']",,,,,,,0,20220904,ReportDate,Date,20220904,RollingCount,10,"Autauga, AL",101.8,101.8°F
Temperature,,,0,,,,,,,,93.4,93.4°F,0.0,,93.4,,,93.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),538376143,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-05,09/05/2022,"['Report Date: 09/05/2022', 'Temperature: 93.4°F', 'Maximum Heat Index for Date (1979-2021): 100.9°F']",,,,,,,0,20220905,ReportDate,Date,20220905,RollingCount,10,"Autauga, AL",100.9,100.9°F
Temperature,,,0,,,,,,,,94.9,94.9°F,0.0,,94.9,,,94.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),559569415,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-06,09/06/2022,"['Report Date: 09/06/2022', 'Temperature: 94.9°F', 'Maximum Heat Index for Date (1979-2021): 100.0°F']",,,,,,,0,20220906,ReportDate,Date,20220906,RollingCount,10,"Autauga, AL",100.0,100.0°F
Temperature,,,0,,,,,,,,92.7,92.7°F,0.0,,92.7,,,92.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),601875026,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-07,09/07/2022,"['Report Date: 09/07/2022', 'Temperature: 92.7°F', 'Maximum Heat Index for Date (1979-2021): 104.6°F']",,,,,,,0,20220907,ReportDate,Date,20220907,RollingCount,10,"Autauga, AL",104.6,104.6°F
Temperature,,,0,,,,,,,,91.6,91.6°F,0.0,,91.6,,,91.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),608913854,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-08,09/08/2022,"['Report Date: 09/08/2022', 'Temperature: 91.6°F', 'Maximum Heat Index for Date (1979-2021): 108.4°F']",,,,,,,0,20220908,ReportDate,Date,20220908,RollingCount,10,"Autauga, AL",108.4,108.4°F
Temperature,,,0,,,,,,,,86.2,86.2°F,0.0,,86.2,,,86.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),542267042,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-09,09/09/2022,"['Report Date: 09/09/2022', 'Temperature: 86.2°F', 'Maximum Heat Index for Date (1979-2021): 106.7°F']",,,,,,,0,20220909,ReportDate,Date,20220909,RollingCount,10,"Autauga, AL",106.7,106.7°F
Temperature,,,0,,,,,,,,92.3,92.3°F,0.0,,92.3,,,92.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),534403578,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-10,09/10/2022,"['Report Date: 09/10/2022', 'Temperature: 92.3°F', 'Maximum Heat Index for Date (1979-2021): 101.0°F']",,,,,,,0,20220910,ReportDate,Date,20220910,RollingCount,10,"Autauga, AL",101.0,101.0°F
Temperature,,,0,,,,,,,,92.2,92.2°F,0.0,,92.2,,,92.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),547575490,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-11,09/11/2022,"['Report Date: 09/11/2022', 'Temperature: 92.2°F', 'Maximum Heat Index for Date (1979-2021): 103.0°F']",,,,,,,0,20220911,ReportDate,Date,20220911,RollingCount,10,"Autauga, AL",103.0,103.0°F
Temperature,,,0,,,,,,,,85.4,85.4°F,0.0,,85.4,,,85.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),600663325,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-12,09/12/2022,"['Report Date: 09/12/2022', 'Temperature: 85.4°F', 'Maximum Heat Index for Date (1979-2021): 100.6°F']",,,,,,,0,20220912,ReportDate,Date,20220912,RollingCount,10,"Autauga, AL",100.6,100.6°F
Temperature,,,0,,,,,,,,80.2,80.2°F,0.0,,80.2,,,80.2°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),592728049,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-13,09/13/2022,"['Report Date: 09/13/2022', 'Temperature: 80.2°F', 'Maximum Heat Index for Date (1979-2021): 101.6°F']",,,,,,,0,20220913,ReportDate,Date,20220913,RollingCount,10,"Autauga, AL",101.6,101.6°F
Temperature,,,0,,,,,,,,84.9,84.9°F,0.0,,84.9,,,84.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),531355943,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-14,09/14/2022,"['Report Date: 09/14/2022', 'Temperature: 84.9°F', 'Maximum Heat Index for Date (1979-2021): 101.5°F']",,,,,,,0,20220914,ReportDate,Date,20220914,RollingCount,10,"Autauga, AL",101.5,101.5°F
Temperature,,,0,,,,,,,,87.5,87.5°F,0.0,,87.5,,,87.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),610349249,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-15,09/15/2022,"['Report Date: 09/15/2022', 'Temperature: 87.5°F', 'Maximum Heat Index for Date (1979-2021): 101.3°F']",,,,,,,0,20220915,ReportDate,Date,20220915,RollingCount,10,"Autauga, AL",101.3,101.3°F
Temperature,,,0,,,,,,,,90.9,90.9°F,0.0,,90.9,,,90.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),537113800,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-16,09/16/2022,"['Report Date: 09/16/2022', 'Temperature: 90.9°F', 'Maximum Heat Index for Date (1979-2021): 99.0°F']",,,,,,,0,20220916,ReportDate,Date,20220916,RollingCount,10,"Autauga, AL",99.0,99.0°F
Temperature,,,0,,,,,,,,96.1,96.1°F,0.0,,96.1,,,96.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),516381500,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-17,09/17/2022,"['Report Date: 09/17/2022', 'Temperature: 96.1°F', 'Maximum Heat Index for Date (1979-2021): 102.5°F']",,,,,,,0,20220917,ReportDate,Date,20220917,RollingCount,10,"Autauga, AL",102.5,102.5°F
Temperature,,,0,,,,,,,,98.8,98.8°F,0.0,,98.8,,,98.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),595769297,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-18,09/18/2022,"['Report Date: 09/18/2022', 'Temperature: 98.8°F', 'Maximum Heat Index for Date (1979-2021): 100.8°F']",,,,,,,0,20220918,ReportDate,Date,20220918,RollingCount,10,"Autauga, AL",100.8,100.8°F
Temperature,,,0,,,,,,,,95.3,95.3°F,0.0,,95.3,,,95.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),582620224,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-19,09/19/2022,"['Report Date: 09/19/2022', 'Temperature: 95.3°F', 'Maximum Heat Index for Date (1979-2021): 101.2°F']",,,,,,,0,20220919,ReportDate,Date,20220919,RollingCount,10,"Autauga, AL",101.2,101.2°F
Temperature,,,0,,,,,,,,98.8,98.8°F,0.0,,98.8,,,98.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),514307230,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-20,09/20/2022,"['Report Date: 09/20/2022', 'Temperature: 98.8°F', 'Maximum Heat Index for Date (1979-2021): 101.6°F']",,,,,,,0,20220920,ReportDate,Date,20220920,RollingCount,10,"Autauga, AL",101.6,101.6°F
Temperature,,,0,,,,,,,,99.8,99.8°F,0.0,,99.8,,,99.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,True,Hottest Heat Index for Date (1979-2021),548146189,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-21,09/21/2022,"['Report Date: 09/21/2022', 'Temperature: 99.8°F', 'Maximum Heat Index for Date (1979-2021): 99.8°F', 'Hottest Heat Index for Date (1979-2021)']",,,,,,,0,20220921,ReportDate,Date,20220921,RollingCount,10,"Autauga, AL",99.8,99.8°F
Temperature,,,0,,,,,,,,101.5,101.5°F,0.0,,101.5,,,101.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,True,Hottest Heat Index for Date (1979-2021),511831347,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-22,09/22/2022,"['Report Date: 09/22/2022', 'Temperature: 101.5°F', 'Maximum Heat Index for Date (1979-2021): 101.5°F', 'Hottest Heat Index for Date (1979-2021)']",,,,,,,0,20220922,ReportDate,Date,20220922,RollingCount,10,"Autauga, AL",101.5,101.5°F
Temperature,,,0,,,,,,,,81.9,81.9°F,0.0,,81.9,,,81.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),603882331,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-23,09/23/2022,"['Report Date: 09/23/2022', 'Temperature: 81.9°F', 'Maximum Heat Index for Date (1979-2021): 97.9°F']",,,,,,,0,20220923,ReportDate,Date,20220923,RollingCount,10,"Autauga, AL",97.9,97.9°F
Temperature,,,0,,,,,,,,84.1,84.1°F,0.0,,84.1,,,84.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),521861926,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-24,09/24/2022,"['Report Date: 09/24/2022', 'Temperature: 84.1°F', 'Maximum Heat Index for Date (1979-2021): 99.0°F']",,,,,,,0,20220924,ReportDate,Date,20220924,RollingCount,10,"Autauga, AL",99.0,99.0°F
Temperature,,,0,,,,,,,,91.3,91.3°F,0.0,,91.3,,,91.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),545058752,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-25,09/25/2022,"['Report Date: 09/25/2022', 'Temperature: 91.3°F', 'Maximum Heat Index for Date (1979-2021): 99.0°F']",,,,,,,0,20220925,ReportDate,Date,20220925,RollingCount,10,"Autauga, AL",99.0,99.0°F
Temperature,,,0,,,,,,,,82.7,82.7°F,0.0,,82.7,,,82.7°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),547348127,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-26,09/26/2022,"['Report Date: 09/26/2022', 'Temperature: 82.7°F', 'Maximum Heat Index for Date (1979-2021): 99.5°F']",,,,,,,0,20220926,ReportDate,Date,20220926,RollingCount,10,"Autauga, AL",99.5,99.5°F
Temperature,,,0,,,,,,,,74.5,74.5°F,0.0,,74.5,,,74.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),607687012,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-27,09/27/2022,"['Report Date: 09/27/2022', 'Temperature: 74.5°F', 'Maximum Heat Index for Date (1979-2021): 102.1°F']",,,,,,,0,20220927,ReportDate,Date,20220927,RollingCount,10,"Autauga, AL",102.1,102.1°F
Temperature,,,0,,,,,,,,72.8,72.8°F,0.0,,72.8,,,72.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),544937053,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-28,09/28/2022,"['Report Date: 09/28/2022', 'Temperature: 72.8°F', 'Maximum Heat Index for Date (1979-2021): 99.0°F']",,,,,,,0,20220928,ReportDate,Date,20220928,RollingCount,10,"Autauga, AL",99.0,99.0°F
Temperature,,,0,,,,,,,,72.5,72.5°F,0.0,,72.5,,,72.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),607150674,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-29,09/29/2022,"['Report Date: 09/29/2022', 'Temperature: 72.5°F', 'Maximum Heat Index for Date (1979-2021): 98.4°F']",,,,,,,0,20220929,ReportDate,Date,20220929,RollingCount,10,"Autauga, AL",98.4,98.4°F
Temperature,,,0,,,,,,,,79.9,79.9°F,0.0,,79.9,,,79.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),609297628,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-09-30,09/30/2022,"['Report Date: 09/30/2022', 'Temperature: 79.9°F', 'Maximum Heat Index for Date (1979-2021): 97.9°F']",,,,,,,0,20220930,ReportDate,Date,20220930,RollingCount,10,"Autauga, AL",97.9,97.9°F
Temperature,,,0,,,,,,,,76.6,76.6°F,0.0,,76.6,,,76.6°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),550588464,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-01,10/01/2022,"['Report Date: 10/01/2022', 'Temperature: 76.6°F', 'Maximum Heat Index for Date (1979-2021): 100.2°F']",,,,,,,0,20221001,ReportDate,Date,20221001,RollingCount,10,"Autauga, AL",100.2,100.2°F
Temperature,,,0,,,,,,,,78.4,78.4°F,0.0,,78.4,,,78.4°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),536740971,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-02,10/02/2022,"['Report Date: 10/02/2022', 'Temperature: 78.4°F', 'Maximum Heat Index for Date (1979-2021): 99.6°F']",,,,,,,0,20221002,ReportDate,Date,20221002,RollingCount,10,"Autauga, AL",99.6,99.6°F
Temperature,,,0,,,,,,,,77.1,77.1°F,0.0,,77.1,,,77.1°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),523516548,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-03,10/03/2022,"['Report Date: 10/03/2022', 'Temperature: 77.1°F', 'Maximum Heat Index for Date (1979-2021): 101.1°F']",,,,,,,0,20221003,ReportDate,Date,20221003,RollingCount,10,"Autauga, AL",101.1,101.1°F
Temperature,,,0,,,,,,,,74.3,74.3°F,0.0,,74.3,,,74.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),606177822,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-04,10/04/2022,"['Report Date: 10/04/2022', 'Temperature: 74.3°F', 'Maximum Heat Index for Date (1979-2021): 99.6°F']",,,,,,,0,20221004,ReportDate,Date,20221004,RollingCount,10,"Autauga, AL",99.6,99.6°F
Temperature,,,0,,,,,,,,77.9,77.9°F,0.0,,77.9,,,77.9°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),517845337,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-05,10/05/2022,"['Report Date: 10/05/2022', 'Temperature: 77.9°F', 'Maximum Heat Index for Date (1979-2021): 99.1°F']",,,,,,,0,20221005,ReportDate,Date,20221005,RollingCount,10,"Autauga, AL",99.1,99.1°F
Temperature,,,0,,,,,,,,79.8,79.8°F,0.0,,79.8,,,79.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),580430661,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-06,10/06/2022,"['Report Date: 10/06/2022', 'Temperature: 79.8°F', 'Maximum Heat Index for Date (1979-2021): 97.9°F']",,,,,,,0,20221006,ReportDate,Date,20221006,RollingCount,10,"Autauga, AL",97.9,97.9°F
Temperature,,,0,,,,,,,,82.0,82.0°F,0.0,,82.0,,,82.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),580361774,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-07,10/07/2022,"['Report Date: 10/07/2022', 'Temperature: 82.0°F', 'Maximum Heat Index for Date (1979-2021): 98.0°F']",,,,,,,0,20221007,ReportDate,Date,20221007,RollingCount,10,"Autauga, AL",98.0,98.0°F
Temperature,,,0,,,,,,,,75.8,75.8°F,0.0,,75.8,,,75.8°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),531725807,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-08,10/08/2022,"['Report Date: 10/08/2022', 'Temperature: 75.8°F', 'Maximum Heat Index for Date (1979-2021): 99.5°F']",,,,,,,0,20221008,ReportDate,Date,20221008,RollingCount,10,"Autauga, AL",99.5,99.5°F
Temperature,,,0,,,,,,,,70.3,70.3°F,0.0,,70.3,,,70.3°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),568054539,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-09,10/09/2022,"['Report Date: 10/09/2022', 'Temperature: 70.3°F', 'Maximum Heat Index for Date (1979-2021): 97.2°F']",,,,,,,0,20221009,ReportDate,Date,20221009,RollingCount,10,"Autauga, AL",97.2,97.2°F
Temperature,,,0,,,,,,,,74.5,74.5°F,0.0,,74.5,,,74.5°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),606184998,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-10,10/10/2022,"['Report Date: 10/10/2022', 'Temperature: 74.5°F', 'Maximum Heat Index for Date (1979-2021): 96.7°F']",,,,,,,0,20221010,ReportDate,Date,20221010,RollingCount,10,"Autauga, AL",96.7,96.7°F
Temperature,,,0,,,,,,,,82.0,82.0°F,0.0,,82.0,,,82.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),535714017,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-11,10/11/2022,"['Report Date: 10/11/2022', 'Temperature: 82.0°F', 'Maximum Heat Index for Date (1979-2021): 96.9°F']",,,,,,,0,20221011,ReportDate,Date,20221011,RollingCount,10,"Autauga, AL",96.9,96.9°F
Temperature,,,0,,,,,,,,81.0,81.0°F,0.0,,81.0,,,81.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),537700805,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-12,10/12/2022,"['Report Date: 10/12/2022', 'Temperature: 81.0°F', 'Maximum Heat Index for Date (1979-2021): 93.6°F']",,,,,,,0,20221012,ReportDate,Date,20221012,RollingCount,10,"Autauga, AL",93.6,93.6°F
Temperature,,,0,,,,,,,,83.0,83.0°F,0.0,,83.0,,,83.0°F,Autauga,CountyAbbreviation,01001,2,1,,-1,False,Hottest Heat Index for Date (1979-2021),574988275,,,,0,-1,Alabama,AL,01,1,,,2022,2022,Year,1,2022-10-13,10/13/2022,"['Report Date: 10/13/2022', 'Temperature: 83.0°F', 'Maximum Heat Index for Date (1979-2021): 93.5°F']",,,,,,,0,20221013,ReportDate,Date,20221013,RollingCount,10,"Autauga, AL",93.5,93.5°F
