,1,2,3,4,5,6,7,8,9,10
2017-02-03,28.89541607651316,26.92561843223225,31.06613137784986,58.20543100012375,23.476222119997395,48.48916580889771,30.90048281145591,30.13970094002765,53.06670874770504,34.415360118735634
2017-02-04,28.517987133348377,28.883985839682275,33.524594593459064,51.95706322150618,31.820878129581697,56.19336985642783,41.17428451869514,35.55003803539448,53.87561536310948,38.06612718397744
2017-02-05,36.82878730414183,34.86242200936572,41.19541561166213,59.69167611607888,35.83727043100116,71.86048231616282,45.0363796729276,36.05975274244508,54.5021806107796,38.635827741636064
2017-02-06,33.2666540708502,36.04408064835076,48.323767256582165,68.1926215501665,44.15987080944055,78.25671703507447,60.22023536867913,36.79094600623827,52.3548850265695,38.11359950503854
2017-02-07,36.01280232369859,41.32356844721945,57.23516439142774,71.8259422991795,49.2990869031984,75.9645127884373,53.83369257502128,36.11784437240112,56.80254368635523,37.5265388764156
2017-02-08,47.11954746487127,47.64452853300419,56.86348486869187,75.42138106562982,35.05354207156228,74.51044600229096,32.56084719607213,33.80493244318218,59.11460263475876,37.63848637462612
2017-02-09,31.9353534475978,31.25452098279066,42.16130982174228,62.75286076571205,23.531137390223325,60.55830852670694,34.00951912923832,42.372238479913065,61.77865121739006,41.49772119155551
2017-02-10,20.78737934168917,26.679551435561493,33.412051741607605,56.54296463321235,38.32874047466963,74.82641839906249,58.24139767819065,47.494086262038245,57.78071833885036,39.88220557893872
2017-02-11,33.48082577237561,37.47692236259834,49.4321166385925,70.83582238204613,47.82074364926248,84.14443311678038,61.09015866357544,42.74645707141597,55.11751983227094,36.53191657649967
2017-02-12,34.48120860836992,35.28751511256609,51.89309936770813,76.2015595422413,44.28235095075617,73.48636803913917,48.946070458298834,35.5845128466307,55.46115498428354,36.74116855897351
2017-02-13,32.528598480790826,32.8333270920466,40.90200539288224,63.29501906684629,39.65036917253648,58.76198864257808,45.6537296577188,35.80586152497652,55.0572101839241,37.0235812911611
2017-02-14,31.400784349258604,35.25244632605465,43.28686658204924,65.39789585807311,43.179846324266094,54.27945714799724,48.99427179671445,34.241283590462324,57.06413733502208,37.97609762956884
2017-02-15,35.6845367271166,36.70081240734889,41.67298829900886,61.97853626643538,33.90589862210289,54.81033612757782,44.51205747105268,39.0040824720118,56.22935481328693,40.05704668384793
2017-02-16,32.547427898427784,31.44389271220386,34.602710443262204,54.77121144056315,38.9889650774999,61.13752163157258,59.35165524668523,43.78134581965584,54.93522159751468,41.77989265706217
2017-02-17,32.18972282758726,33.75734340877776,44.37769557462666,63.62319664466707,51.34573664154628,65.45957645754956,64.82147480612657,42.51542409207328,51.55520989691752,40.17317729972996
2017-02-18,37.604973418703,44.75399220940825,58.66259695429582,65.65178074788933,53.39372981216202,74.29409170173946,62.935280570564736,42.753423870635054,51.73598253150367,38.55028513299409
2017-02-19,40.03245319804989,48.945605319473415,61.44679591360663,72.28383436046136,57.045157166387625,77.34302391068641,70.2810174689202,43.72314246415358,48.90851636736896,38.65055132348117
2017-02-20,36.90552835049042,39.97566109947449,53.78667183290551,74.03011447263422,59.89785899566438,68.59911686212091,67.01982612386934,41.87510156409311,52.00079612277699,39.32952607046866
2017-02-21,36.81840945903888,42.37376007049727,54.077345839099394,70.66154301318848,61.07260494247368,71.24731192688942,67.34592173230232,47.77392912459278,54.72597305584099,39.76791385712677
2017-02-22,41.69999026839776,51.400919439625085,57.14922951930425,71.21642851338656,64.37440419027098,77.2265863937561,70.78972039895064,42.512188880453664,51.53623848405119,38.02520370684714
2017-02-23,49.29798860256337,59.42203292720093,68.82921875198957,76.02661184824566,57.96406444087708,79.73747936567415,59.02231267836173,32.366993461687045,44.19909221696976,34.81342714507486
2017-02-24,58.61933596564947,64.31599690828155,71.53844369398911,79.4393850146343,56.48599969002576,66.49387127139478,46.6633012545904,24.575176059874234,45.515445074241455,34.27719463405252
2017-02-25,59.46374904753254,61.97698056727236,65.21192232782141,70.2343521925675,42.10471524005192,51.854434645459634,37.39480296342293,27.178545695593225,45.53936776940415,34.39387117611192
2017-02-26,45.17641907752638,38.88573395242916,39.79685851158176,58.890494163521815,38.40512935015331,65.20035163736961,42.803437955462606,28.71202386619376,47.69923558447537,34.60072606633064
2017-02-27,43.49585320210461,44.72560116505434,48.7157198464877,68.15313026261285,45.574594321114255,76.69403454491845,56.53674881064892,34.49467162826707,47.37922536438365,34.68199843384049
2017-02-28,48.507922239232464,54.45564067928251,61.76547703703805,79.11673983865701,57.88835255334424,82.3446921675525,65.27685412536422,31.947430839571,48.610647793301816,35.73984706663166
2017-03-01,57.638589654973465,63.45765465811549,70.47463823428309,80.20506835926277,53.85206201635837,68.5640545595713,52.3114834933763,31.11936124186649,52.25173815688012,37.98084004600321
2017-03-02,51.52501551895553,50.297216053421735,52.20807523061143,64.40635730046834,34.3497333756837,59.53647566658822,44.95969674961728,33.669928988619034,56.343654371616495,38.779163754111934
2017-03-03,30.9811371406804,30.46284769552496,35.6502790560914,55.50662973543507,31.121156798359277,62.219096399713976,46.36047561084554,39.41333123270659,58.27993322305207,39.3759462854982
2017-03-04,23.07069192880934,22.7938041761492,33.39917066033448,58.82469260651362,41.28458110909877,63.386723107793074,61.29001615830245,43.428910188172495,55.13092339355679,38.6550122754393
2017-03-05,27.46754691308322,30.17103086910074,38.87691666247828,63.20850995872931,49.8270758990756,68.48300877399583,63.272304472174,45.3809391254658,48.04350005454135,37.152356696536216
2017-03-06,35.68246123054927,39.74908031759453,46.67235938032481,66.9293964047792,56.39843071722225,78.41441916021594,72.23015608208453,35.74355392201193,45.999390113508696,35.503596780849634
2017-03-07,42.12706367730122,48.340008293696414,57.18804038156728,71.20257123089536,55.28951260061991,70.92317760086776,57.37221970316601,34.516720310777906,52.51366255985855,37.96690074694637
2017-03-08,50.06384964891273,50.62440106539428,53.98996690589664,69.78575269697275,45.34230841955683,70.50428586552493,57.89646415997515,40.600463640263314,60.49120673968561,38.82481198920739
2017-03-09,42.01119461107584,43.804300742736594,55.04471863267135,72.36642501248946,44.77566544953479,81.4295152572308,61.048941221067125,41.56851842164903,64.6686790180355,41.57380895694694
2017-03-10,33.592020273937926,35.21000528635056,41.82885416763256,68.62909249867158,32.64739629002781,75.70255806680211,41.11760292141897,39.78962880894327,66.76640363234999,47.55101718708987
2017-03-11,22.04193361178442,20.556422497328647,30.35085777313744,57.05658590510368,27.70968295533811,66.32149338622219,36.22040731984593,37.55967468695537,66.77962706270793,42.56373092147544
2017-03-12,20.75841696845523,23.17626633097207,33.05278647382328,56.45667920148717,31.155157953750585,59.97889997814063,43.9660315318835,40.44989694811717,68.47195277377763,45.63646495544473
2017-03-13,27.963420005490253,29.82883645577833,38.78926892908663,57.38073112635191,32.71349078492581,60.24491032999299,37.69191192301368,38.874486441419045,69.8677695123449,45.69133219917438
2017-03-14,34.32879535902978,30.74067567492104,34.634179927129615,53.75907649158552,28.35006803360616,62.5252440616793,32.82098478134512,44.793175016153135,72.02288682882941,49.7622505391885
2017-03-15,27.248205279549747,24.144157592026687,28.231083004311376,42.82024785663833,31.111371588075443,62.2303137785306,41.411312531910085,50.38544057394639,67.44613359472807,50.202410566563984
2017-03-16,28.79035582612269,29.613721008415524,34.5703283252057,47.90610956304833,39.11695255901461,74.79159706340118,58.37006209837404,51.94034669780308,66.80130897154378,45.14575407959981
2017-03-17,32.31829788034619,34.629395317760995,40.5917273105523,59.446868215020864,45.44992081839335,81.66924181999434,66.69866333035002,49.653924949027726,68.34459458462142,43.57136034541216
2017-03-18,35.050371554768724,35.65541870948232,46.94481084841838,67.98662684393668,41.18033226828221,82.31170774598473,57.7725608069986,55.218178187206405,66.6959642762994,47.65647301766002
2017-03-19,35.361505737822114,36.54739880033022,43.32211183404367,61.81418304352344,46.59175982806504,84.51366841796596,68.75236964846738,57.35632572889794,67.50551265146296,43.85379895878869
2017-03-20,38.24102749059737,39.69697780270689,48.7664126826151,69.67531203394313,54.30821561522793,84.51434595989907,74.98120529251803,55.18520896594509,64.08856004151068,43.39185896201396
2017-03-21,40.43594926717691,44.65873834842754,55.646753281027,78.6428811501261,47.68342900772304,83.31652281176237,55.56464122170533,50.57578957728858,60.83161372531512,46.49988566248025
2017-03-22,33.15696577398339,32.769214689047246,41.9353838509024,70.37664267106112,38.110577956970666,79.25729638141537,48.53444428427171,52.557925752920646,56.870050675675486,44.82620725895001
2017-03-23,32.42085224839863,35.356968037186455,41.61060192156428,65.97511290864877,45.72845221101434,80.92898365929582,69.10694380008715,49.90611723128009,54.77585192719864,41.88689176105895
2017-03-24,38.27200076709952,44.30916230484064,58.34839686676822,72.34740890667572,63.68708810681078,76.13130496412163,67.22203081197482,42.37544693091706,54.61185259163085,41.81144090200353
2017-03-25,41.65586992547061,48.39289362803517,68.55701660434579,76.5239084493826,58.49255427657723,72.69491501248008,57.64658419912739,46.54544383339185,57.76953668755284,43.00651133306202
2017-03-26,37.500135049643966,41.236873131405815,59.47738459405984,77.38576395176608,56.208446838587896,80.94352970360026,59.795820641574544,43.43891880478378,53.73578084391885,42.482474620973896
2017-03-27,43.632961737169545,54.319203597371015,70.28482874792519,78.92463317813097,58.61827257962637,80.49730783399764,61.27226231553392,46.799286458056685,56.51048331440088,43.71547209428611
2017-03-28,44.116328584400605,52.1809044514519,65.51546256416945,79.28699990169086,58.93210307605432,81.77137236377564,62.4467317736787,43.54362808884065,58.33978939965214,41.584499722725816
2017-03-29,43.94924161068378,46.60173973708005,57.0671778526323,79.73818893174047,55.70497968452853,74.82758609492029,59.55655811078905,43.067824526359615,65.06548983212086,45.37267858756213
2017-03-30,41.56474419143949,43.87635116475407,53.3354197841924,78.6766632604328,57.894262292182944,73.43124151577638,57.21908990193384,48.06307724289564,58.95915133456277,43.99666457347574
2017-03-31,38.252617009067166,42.14631313749166,56.77407206309972,75.08767858974976,51.52814461898098,78.2902888517803,56.13123374243408,43.52535539127669,56.21009580881747,45.7611802043341
2017-04-01,37.62570412672829,40.25004711299778,52.56322361762912,74.90971040131697,53.90023790497981,76.54261857854044,56.66398454510243,42.79305551854213,62.945467338907385,48.58827182496125
2017-04-02,43.03395907034641,49.93508013610979,57.02550919967933,78.38589891856809,58.79317333521736,73.7350708656694,62.83224808103827,47.77552230666672,65.98680200444008,46.08737363270663
2017-04-03,49.71073427938527,56.781428779078766,64.83802592065851,79.90456442244039,60.77659406609008,77.00987457938861,62.534704654398446,43.63469730681915,61.54370145682111,42.36297550253972
2017-04-04,43.13369078077047,57.3716464639334,68.33758444544158,81.90938712541185,58.48483884682142,78.15346514780694,59.26135753957053,38.00001299484346,61.51967097526448,43.00858799621517
2017-04-05,46.54086452948879,53.746192783090606,65.38882649904613,83.21009011710096,56.898857744281386,65.44594866989243,55.5890347672086,41.69794050725108,66.94223824290471,50.96599770524974
2017-04-06,43.73053276732901,49.225675650643,58.3841405010982,68.19437771606512,47.37470166270808,70.43494049562584,54.266561220045965,48.18419814748471,60.76550443248272,50.54202654171475
2017-04-07,46.847655061225815,43.525969632802834,44.09137858983721,58.62777113608922,49.14509002348044,74.88295000017492,61.229965894474105,58.041800941935584,58.85918999670578,50.04407152240935
2017-04-08,40.52047411953232,45.19501216591534,53.251172555696826,65.77513609720259,61.88176974752863,81.87347072181177,75.74365918341371,55.96485989292229,55.07516851867037,44.07088540289095
2017-04-09,55.05386808724413,61.292353489912685,64.4310932786768,71.71718796418531,70.81410200987021,84.33474265365606,80.38288797457274,44.80389845521642,55.61965426678197,44.23164459823022
2017-04-10,64.19723455105881,70.02877479161204,72.27880408958802,76.82172668578308,69.08907981495832,82.3417458051035,68.17899503856175,42.52548084799508,59.14158677808625,44.17274131771619
2017-04-11,71.98561164535349,72.81821558973684,75.62611368185866,78.72319626904299,59.54718947324876,76.39527659626599,63.38924451832001,49.997167896537626,59.38451612775399,48.18288425172721
2017-04-12,64.19067663331091,62.08329774692921,66.81047237837195,78.95490007488323,60.665090721656696,82.68088502922394,73.13322638078321,54.79022776477786,63.33187729175838,49.71192676880658
2017-04-13,50.99631528572557,52.07256934790903,60.96597254656335,79.48354817436176,63.73881499740075,81.5482743613471,79.06047829879542,60.73119823178151,57.30172608526733,46.977161977823926
2017-04-14,53.58241634172735,56.15980477156168,64.55888032833359,80.55418833891375,71.56637789895734,82.80545500457525,79.38385337445109,57.37862102008456,57.481139955344105,43.503277664215766
2017-04-15,58.54447259106856,63.18095179208832,73.40180854072918,80.25404823851348,76.88828189549443,84.85071391396079,80.53259507814825,51.227422398764816,62.96609392488045,45.46723102318856
2017-04-16,74.28907683724327,76.70806923745675,77.98798552686472,81.30646351059873,72.11334333005344,87.50630343496195,71.30409557362076,52.85719763615384,61.269594243559766,50.26682938917993
2017-04-17,64.42729738242413,63.21645169677781,67.83362617711538,81.27449957021312,62.2729239650946,82.7382116715836,69.58610192958284,57.0364420470255,62.12191886363769,50.37958662129152
2017-04-18,49.24709776963417,54.77365599701085,63.93300190285221,78.87682653215931,67.32366025317754,83.41597702452384,78.60766971237194,58.037911714967535,63.49873773833263,51.76321905949114
2017-04-19,47.70932818452148,53.61723991796425,60.44308811721887,80.11381716266442,72.74451406597471,84.93001589189466,80.85452305624726,53.41704923838911,64.62858334873277,52.90627726478749
2017-04-20,57.11823120309877,62.59049735862634,75.55969626514108,83.13434347814965,70.86047668553643,86.32053940443453,69.57193002375318,51.63079058685433,63.05911976077774,47.75938505949685
2017-04-21,49.360987321050445,62.23120656649819,74.89000170290919,82.09065562419768,58.97385033044241,84.81375323686873,58.35932082333427,45.53599374081589,68.20069472672668,52.10685602379107
2017-04-22,50.12442409949501,51.35947379695875,59.94216179999887,80.42685433398803,57.404307044708005,71.51401513536015,58.16586194252331,48.52205953377696,69.47336558908682,53.05346279561432
2017-04-23,56.57299394095412,60.199707004103416,59.611723882096285,72.399801785943,62.96611819577935,68.7775062163403,66.46342725787945,58.21633759517307,66.59186567853102,51.72915395453046
2017-04-24,60.99710418362959,60.00947452529991,57.5830763909284,71.36526819506199,65.75566692268782,78.76621712526483,70.7709138703097,54.1001201930014,60.17293571980749,49.59882764825754
2017-04-25,51.5384488664213,56.00880172719822,61.47638351718729,76.37660384092494,68.28026983769726,86.97326866328201,70.88893869366703,44.129360688576256,60.31706355248233,49.43777064446804
2017-04-26,58.48989614513006,65.60320421586044,71.83794873722472,83.82922846151695,71.75437237951765,78.89785612009449,60.34312923828027,44.23524932895657,63.13320766966646,48.06739137859123
2017-04-27,67.90933891079604,76.26832483731991,80.13086808784426,85.27814687071373,61.54633922126393,77.6595383718483,57.55836793484298,43.89100271840983,64.96998737215615,44.45742228621676
2017-04-28,75.1378672105263,74.36716569029771,79.65359699159191,93.91499319817346,58.2830439034891,90.20300896990976,63.17905547010455,41.216141961924144,61.512609055953085,49.32845762787343
2017-04-29,72.97404581976775,72.25246409393505,84.32023690019541,93.2199393348886,62.51775652431894,85.80935721886061,56.73350081576041,39.557358071487165,64.26482233558235,51.96192355958501
2017-04-30,54.63576658968233,60.269306927374565,82.10430281661935,89.09026641068775,64.78885867080535,70.31842894891463,56.549164719002285,45.454433323986514,70.68792233578692,51.79749539114326
2017-05-01,66.40088118383126,77.29595428959539,81.56909818690754,81.31513879433335,60.17497700850391,77.81664933190959,55.26357581844609,50.075040694759565,73.96577569839488,48.27839112920793
2017-05-02,68.98460793505093,66.64803017537503,65.67218361174079,76.75945042896004,53.76090127402413,83.82568861412592,62.44079083596326,51.7463077511668,76.42922025449059,54.37750194950365
2017-05-03,54.569073382161015,52.840908493617086,58.17903082371743,80.32337477698591,56.72595201935663,79.7417930215488,57.06179682822152,50.62150473013493,80.52532497675267,65.44581969511843
2017-05-04,55.40963499570177,54.68951774180073,60.04882210743109,76.25375327660073,56.46345311104312,71.27362675470513,62.26160464952226,61.14669554473195,81.06496530580363,74.95999282070684
2017-05-05,54.797976464712505,59.76877322267586,68.84841465888123,67.13362082620546,58.89674410045478,75.68291493574509,68.72813824762164,69.75771928929507,73.81092001417578,64.33336474865999
2017-05-06,65.23296135546803,63.50672658490144,57.98389285869312,68.5868897278438,57.26010557045589,81.6869656407835,74.08570404248867,71.67843549780999,64.63764649278508,54.77293292189449
2017-05-07,55.70280594312256,49.26732895472141,53.94100716535238,72.18286154691673,55.8530433938171,84.08389166622645,76.27880760761718,67.22652718609595,63.31062211590022,55.06171731315818
2017-05-08,47.39866627946804,46.38473461033836,53.08818347699072,75.31361112792442,60.80275512613397,84.11926418356886,83.48719927380569,63.938459013980335,68.96823762342851,56.97761761349025
2017-05-09,48.99520142231139,50.590398216456215,57.620572784750806,81.88993250812922,65.61770133427213,87.1722836950477,82.40340568105464,61.28556767437952,71.22915711618225,63.362694001347
2017-05-10,51.52937477673344,54.73862963496128,65.56474282505854,87.10774156131838,71.75909460919276,86.63745925733971,75.9543196364859,56.985601176173866,71.13337082698382,67.45704356941886
2017-05-11,54.46656324060954,55.66056537737687,60.01573137061,86.54260252055246,65.77723053119595,84.84588152977094,72.66628071667206,61.71621586063884,70.61326134604126,63.21716557948033
2017-05-12,58.26346463389009,59.07756408583651,57.32760043475812,82.44701371085165,66.17205403528745,79.56285559170207,70.98981912724368,68.00485944042471,63.652633651336174,51.98229471894367
2017-05-13,54.39176467444867,54.00782408289912,59.466373479485966,79.90144750861127,70.2467099214307,82.60287302003658,76.12728677268828,65.1223734460379,62.96907524747642,48.96944759344194
2017-05-14,50.68780015286352,59.824857826417045,69.57166201658494,83.47607477302552,71.89802743116095,88.30229959888246,79.80210955724141,62.45104290768763,63.71047620898151,50.607334905243846
2017-05-15,54.43571165858086,59.15460778909917,65.3957975016223,85.8780752820958,74.56882766589062,90.5509241580716,87.44609642031786,64.11757292325441,63.86162895612733,52.887060594480026
2017-05-16,69.61637061724922,68.7811037220554,75.37619917033078,89.64839533283579,83.98190271863707,91.0244199221714,87.0919388660435,58.91002089383616,59.32004056653223,48.17961921697108
2017-05-17,79.21929641821933,85.98601559872739,87.55151498724653,90.37800734317226,83.8153602832651,86.93510656594862,78.68512442851261,52.3142179853276,64.2565934762161,53.9643550759378
2017-05-18,85.71115290529107,87.75017437124166,87.19269751242362,90.27351184465984,77.97431248160359,93.84575263380351,77.93355037383178,46.378542740590994,68.88610022035843,60.65009596409706
2017-05-19,79.52948970504386,78.11140861680892,85.19204587293817,92.34802352237172,65.97378319329175,90.60224295959314,67.41877730993112,45.17003001112279,73.57035036262674,64.95935642218771
2017-05-20,60.44876945739298,64.04648972404021,72.81060792959376,91.54251768842975,69.18239384768684,84.85544477168011,70.75626056626989,51.60004333238454,77.8505451779774,66.4226628185395
2017-05-21,60.90348206487818,63.17715566685516,67.40626517073541,85.7437047446638,67.77420057436952,81.79206911205728,63.66849994778824,57.79031664934271,80.87294333480558,72.1956154180736
2017-05-22,55.17342841211713,63.94907341375171,71.94081559827283,83.91770860929975,65.61380422187311,77.7488856531294,67.8043728024152,58.86571548923928,82.91030901787164,75.55718342170303
2017-05-23,67.73091403364552,68.85584290867581,68.32583114927495,80.66398255773218,64.85255194531376,78.73542328443348,62.99713878497942,57.43911572111186,83.9706504411569,75.5193525493962
2017-05-24,64.15559797783847,66.60944147790985,65.65836292059025,78.70553782779072,65.17325339291506,76.8953306156846,64.03425235441053,69.06246343842899,79.10324799554455,59.13752978514549
2017-05-25,57.563539830136015,60.99311459643039,66.8767431933035,75.36452906191933,67.27463601589801,91.3611963706567,73.53061840239344,64.55867160866512,72.95771843239578,61.13126514892724
2017-05-26,58.44073951831355,65.7334395563416,70.87447027377154,83.47077894891574,74.47628609184024,97.81072293335154,83.28110187677937,63.31537411330483,71.80489402505083,68.36499140908866
2017-05-27,63.74542467801598,68.01013747591072,75.03460853214645,91.976729792113,78.25192960124261,101.46750774541688,80.28901214478482,60.77362166090899,75.11920626275032,73.29827409308176
2017-05-28,65.99183040937494,70.75836839371328,75.50209201784226,92.76888716292832,76.03258893747986,92.56938927581508,76.54092320037633,64.09669606207555,78.55248521308063,76.31101509318458
2017-05-29,55.09643466231387,63.61502814035178,76.58518760999337,91.5281768490668,72.14689809432566,86.70512221429922,75.69027764996436,65.54278307513643,79.96257284317667,78.93674337892486
2017-05-30,62.95769715199893,65.96525232545889,74.63775130954268,88.58203327090462,68.87254400212925,87.80563512703421,77.26145580512794,69.94844891120394,79.02036633032544,75.31593179577774
2017-05-31,67.28545174281109,72.38241135469417,76.52613873816448,88.4663068147709,70.99350575919405,89.07826768476426,80.43719727856717,72.94339363800944,72.10142319435171,71.15228549175924
2017-06-01,69.00533130790974,67.72292622327879,73.62696867540676,88.61891378665439,72.87471722229799,86.85643099662109,82.33913993109427,72.93993356978925,75.44470120459786,64.4602053570174
2017-06-02,64.0882344307702,65.07918248225224,72.49953981911081,87.30784037525098,76.94667428483656,87.35841261740761,85.20721595622999,71.75688122830124,79.7634881646382,67.54575782086425
2017-06-03,60.13362436756541,64.02625868364638,74.53127537389577,88.13528577530158,81.10787906655924,87.98009622389623,84.79463473169066,73.40351926155293,80.92961928497816,71.03632610420965
2017-06-04,66.53471361149403,66.7801043799646,78.69724153372356,88.47131443379236,83.9640720642906,87.63695373150759,85.4739170793949,77.32924617182026,79.14338122026973,65.24519546507943
2017-06-05,66.10552061347269,73.91137605497963,78.59967110694896,85.85878131682,78.74711287953477,87.16168122453315,86.72275156418158,77.65029170022589,80.45782481165422,67.77775703641674
2017-06-06,54.126333793413934,60.27992680715279,70.9305494363327,84.4525916099181,72.16303485208978,90.84263901127032,81.93520300611165,75.999425359757,81.03338308391459,74.79529212669931
2017-06-07,65.23188028361017,65.08348862672415,64.56143618403745,81.09075329052781,71.76926716844241,88.84455200274002,79.38373351092639,77.54312416969228,79.40531018531307,79.14412852740381
2017-06-08,69.09003862987934,69.9970355066784,68.72594860760229,79.1581937777414,76.00704937110922,87.06255363666898,79.45981136853061,78.34879222103133,69.75432664595303,65.62881637347184
2017-06-09,70.78516356955403,74.25353198889322,75.7780532640356,85.21178431865582,79.1494734158508,91.15976012487609,83.84560897637627,78.0276795412651,71.61128268884488,58.08034635731891
